,Counter
"ccd, charge-coupled device",1
mtor,1
"dmem, dulbecco's modified eagle's medium",1
pure & applied mathematics,5
concept detection,2
passive photos,2
supervised learning,2
sensecam;,2
microsoft sensecam,2
linguistics,5
mt evaluation; eye tracking; gaze time; fixation count; fixation duration; pupil dilation; hter,1
quantitative finance - computational finance,4
quantitative finance - pricing of securities,3
"45d05, 60g10, 60g15, 60h10, 91b84, 91g80",1
nonlinear systems,1
statistical physics,1
particle physics,3
field theory,5
general social sciences,5
anthropology,5
actin cytoskeleton,1
qd415-436,7
induced pluripotent stem cells,1
adherens junctions,1
embryoid body,1
rapamycin,1
salmon calcitonin (sct),1
spion,1
trojan microparticles,1
magnetic targeting,1
ngi,1
drug development and evaluation,1
aerodynamic,1
aerosol,1
micro-fluidic device; ionic liquids; spirobenzopyran; photoresponsive polymer; micro-valve; photoactuation;,1
systems engineering,8
bos indicus,2
bos taurus,2
embryo transfer,1
bos,2
ecg,1
bovine,6
fsh,1
lh,1
animalia,1
bovinae,1
superovulation,1
info_ro] informatique/recherche opérationnelle [[info],1
info_ro] computer science/operations research [[info],1
igf-1r,1
tki,1
dna damage,2
business,1
computer systems,2
social sciences,4
population characteristics,1
microarrays,2
geographic locations,2
"safety, risk, reliability and quality",3
speech search; multimedia hyperlinking; crowdsourcing,1
ring-linear codes,1
ring-linear codes.,1
[ info.info-cr ] computer science [cs]/cryptography and security [cs.cr],1
[info.info-it]computer science [cs]/information theory [cs.it],4
data/e.4: coding and information theory [acm],1
acm: e.: data/e.4: coding and information theory,3
weights,1
[info.info-dm]computer science [cs]/discrete mathematics [cs.dm],5
[ info.info-it ] computer science [cs]/information theory [cs.it],1
macwilliams' equivalence theorem,1
acm: e.: data/e.3: data encryption,3
extension theorem,1
[math.math-it]mathematics [math]/information theory [math.it],4
mathematics of computing/g.2: discrete mathematics [acm],1
[ info.info-dm ] computer science [cs]/discrete mathematics [cs.dm],2
[ math.math-it ] mathematics [math]/information theory [math.it],1
"94b05, 11t71, 05e99",1
data/e.3: data encryption [acm],1
acm: g.: mathematics of computing/g.2: discrete mathematics,3
fluorescence resonance energy transfer,1
xiap,3
single-cell analysis,2
caspase,4
human computer interaction; recommender systems,1
"d, denatured ensemble",1
thermal denaturation,1
"ab2, aminco-bowman series 2 spectrofluorimeter",1
low protein consumption,1
"nmr, nuclear magnetic resonance spectroscopy",1
"fes, fluorescence emission spectroscopy",1
"mst, microscale thermophoresis",1
"n, native ensemble",1
"a.u., arbitrary units",1
"dsc, differential scanning calorimetry",1
ligand screening,1
"cd, circular dichroism",1
"gdmcl, guanidinium chloride",1
microscale thermophoresis,1
chemical denaturation,1
"dsf, differential scanning fluorimetry",1
neurosciences. biological psychiatry. neuropsychiatry,11
rc321-571,11
neurophysiology and neuropsychology,3
qp351-495,3
bcl-2,3
video-eeg,1
epileptogenesis,3
hippocampal sclerosis,5
kainate,1
ddc:520,14
thin film-based structures/devices,1
glial cell line-derived neurotrophic factor,1
nigrostriatal dopaminergic neurons,1
neuroprotection,3
neurotrophic factors,1
nervous system development,1
growth/differentiation factor 5,1
invited review,1
neurturin,1
parkinson's disease,1
mouse models,3
craniofacial dysmorphology,1
3d facial imaging,1
asymmetry,1
schizophrenia,4
"genetics and neuroscience (c o’tuathaigh, section editor)",1
neurodevelopmental disorders,1
geometric morphometrics,1
cycling; endurance;,1
telecommunication,8
wearable cameras; wlan 802.11; surf vocabulary tree; tracking; viterbi; hmm,1
paired emmiter detector diodes; pedd; sensors,1
genetics; cry genes; cry proteins,1
micro-capillaries; polymeric coatings; spiropyran derivatives,1
informationsystems_informationsystemsapplications,3
[info.info-ts]computer science [cs]/signal and image processing,4
high dynamic range (hdr),1
weighted low rank approximation,1
light fields,1
low rank matrix completion,1
optical fibre sensors,3
clinical biochemistry,5
fabry–perot interferometer,2
alzheimer disease,2
ageing,4
tractography,2
brain injury,1
diffusion tensor imaging,1
third age/ageing,1
antigen-presenting cells,3
immune activation,2
immunity,9
innate immunity,7
inflammation,22
immunoregulation,1
trail,5
c-flip,2
non-transformed primary cells,1
recirculation; capillary forces; centrifugal microfluidics; rare cell capture;,1
aflp,1
population differentiation,1
1011,1
ssr.,1
floral morphology,1
corolla tube,1
invasive plants,1
microsatellites,1
1006,4
1047,1
aflp corolla tube floral morphology invasive plants microsatellites population differentiation ssr.,1
1009,1
500,1
graphene,4
plant biology/plant genetics and gene expression,1
genetics and genomics/gene expression,3
genetics and genomics/gene function,2
history and philosophy of science,1
van't hoff enthalpy,1
activity coefficient,5
activity,1
heat capacity,3
solubility,5
ideal solution,1
toegepaste informatiekunde,4
mgs,4
hematology,14
supersingular curves,1
prescribed coefficients,1
characteristic polynomial of frobenius,1
"12y05, 14h99",1
irreducible polynomials,2
binary fields,1
photochromic reaction,1
ta170-171,2
earthwork. foundations,2
atmospheric science,4
ta715-787,2
evaluation; semantic concepts;,1
mdds,1
medi spice,3
medical device data system,1
mdd 2007/47/ec,1
convex optimisationl,1
math_oc] mathématiques/optimisation et contrôle [[math],1
lyapunov function,2
sampled data,1
rational matrices,1
fourier transforms,1
[math.math-oc] mathematics/optimization and control,1
financial systems,1
math_oc] mathematics/optimization and control [[math],1
impulse responses,1
function approximation,1
[math.math-oc]mathematics [math]/optimization and control [math.oc],1
probability density function,1
"05c82, 92d30",1
informationsystems_miscellaneous,4
field coupling,1
fiber structures,2
sms,2
remote sensing; algal blooms;,1
searching; log analysis,1
finite element,1
meca:solid] physique/mécanique/mécanique des solides [[phys],1
[spi.meca.solid]engineering sciences [physics]/mechanics [physics.med-ph]/mechanics of the solides [physics.class-ph],1
[phys.meca.solid]physics [physics]/mechanics [physics]/mechanics of the solides [physics.class-ph],1
meca:solid] physics/mechanics/mechanics of the solides [[phys],1
meca:solid] sciences de l'ingénieur/mécanique/mécanique des solides [[spi],1
austenitic stainless steel,1
[phys.meca.solid] physics/mechanics/mechanics of the solides,1
meca:solid] engineering sciences/mechanics/mechanics of the solides [[spi],1
neutron diffraction,1
[spi.meca.solid] engineering sciences/mechanics/mechanics of the solides,1
crystal plasticity,1
lattice strain,1
computer science::other,2
"(2,2,6-trimethyl-4h-1,3-benzodioxin-8-yl)methanol",2
chemokine signaling,1
water maze,1
ltp,1
chemokine signalling,1
fractalkine,1
phytocannabinoids,1
osteoarthritis,5
cartilage,4
cannabinoid receptors,1
pharmacy and materia medica,1
rs1-441,1
theoryofcomputation_mathematicallogicandformallanguages,5
hedging performance; utility; energy; risk aversion,1
hedging performance,1
utility,1
"energy, hedging performance; utility, risk aversion",1
bismuth-silicate,1
glass,2
microsphere,1
resonators,1
entomology,2
zoology,3
industrial and manufacturing engineering,2
strategy and management,3
life science,1
management science and operations research,4
metamorphosis,1
organism development,2
beta-catenin signaling,1
evolutionary developmental biology,1
diseases of the digestive system. gastroenterology,4
colonic inflammation,1
mucosal biopsies,1
rc799-869,4
ulcerative colitis,3
molecular pathways,2
4su-seq,1
mrna sequencing (mrna-seq),4
myc (c-myc),4
transcriptional regulation,1
priority research paper,1
imares onderzoeksformatie,1
onderzoeksformatie,1
[ info.info-oh ] computer science [cs]/other [cs.oh],3
path consistency,1
constraint networks,2
arc consistency,1
[info.info-oh]computer science [cs]/other [cs.oh],5
constraint programming systems,1
non-binary constraints,1
multiple drug resistance,1
malignant melanoma; multiple drug resistance; mdr1/p-gp; mrp-1; immunohistochemistry,1
malignant melanoma,1
mdr1/p-gp,1
mrp-1,1
immunohistochemistry,1
preimplantation embryos,1
dna methyltransferases,1
embryo,6
epigenetic reprogramming,1
genomic imprinting,6
coexpression.,1
transcription,3
discoveries,4
coevolution,1
introns,1
theoretical physics,1
electronic/optical materials,3
the modern view of domestication special feature,1
2-iodo-4-nitroaniline,2
1008,2
oscillation marks,1
continuous casting,1
asymptotic analysis,2
119,1
ddc:570,4
batch colon model,1
micro-matrix,1
mini-fermentation system,1
fecal fermentation,1
smac,1
mitochondrial outer membrane permeabilization,1
cytochrome c,1
protease,2
caspase substrates,1
enzyme inactivation,1
caspase-1,1
circuits and networks; model reduction; krylov techniques; nonlinear circuits;,1
human-computer interaction,7
"communication model, content analysis, discourse analysis, empowerment, human? computer interaction, human?computer interaction, interactive media, interactivity",1
32v40,2
analysis of pdes,1
computer science - data structures and algorithms,10
multigranular,1
attribute valuesm,1
temporal data,1
object values,1
spatiotemeral,1
dynamic adaptation,1
multigranular object values,1
granular computing,1
spatio-temporal modeling,1
granularities of data,1
object-oriented methods (computer science),1
microstructure,1
scherrer equation,1
nano,1
antibacterial,1
bet,1
solution,2
precursor,1
ii-vi semiconductor,1
industrially viable solution-based processing route,1
visible light activated,1
anti-bacterial,1
morphology,1
ag,2
ir,1
xrd,1
degussa p-25,1
zinc nitrate,1
anti-microbial,1
narrow grain size distribution,1
dsc,1
photocatalytic activity,3
zinc acetate,1
edx,1
zno,1
silver,1
device,1
zns,2
semiconductor,2
ftir,2
cubic blende and hexagonal zns,1
photocatalyst,1
tga,1
sol-gel,1
photocatalysis,1
ag-zns,1
tio2,3
fesem,1
new generation,1
novel,1
applications,2
"pediatrics, perinatology, and child health",3
hypoxia,7
pseudomonas aeruginosa,2
hif-1,1
pulmonary and respiratory medicine,2
benzenecarbothioamide triphenylphosphine oxide,2
physics - chemical physics,9
cobalt dioxolene,1
finiteness problem,2
function field,2
matrix group,2
algorithm,4
data in brief article,1
efg1,1
candida dubliniensis,1
candida albicans,1
qc,3
astrophysics - cosmology and nongalactic astrophysics,7
ionogels; thermo-­responsive gels,1
surveillance; retrieval; event detection;,1
sensecam; multimodal data-fusion; gps; wlan; image matching; mdtw; surf,1
plasmonic nanostructures,1
4-methyl-n-phenylbenzenesulfonamide,4
mathematics - commutative algebra,3
"13a35 (primary), 13n10, 14b05 (secondary)",1
natural products,1
antibiofilm,1
coumarin,1
mini-review,1
quorum sensing inhibition,1
anti-infectives,1
plasmas,1
lactococcal bacteriophage tp901-1,1
3-dimensional structure,1
protein homology detection,1
multiple sequence alignment,5
secondary structure prediction,1
phage-lambda,1
binding protein,1
crystal-structure,2
"[ sdv.bbm ] life sciences [q-bio]/biochemistry, molecular biology",1
lactic-acid bacteria,1
"[sdv.bbm]life sciences [q-bio]/biochemistry, molecular biology",2
tail-terminator protein,1
gas price,1
electricity price,1
forward market,1
hypothesis and theory,2
statistical,1
data interpretation,1
"data interpretation, statistical",1
bioengineering and biotechnology,4
gene regulatory networks,1
network inference,1
sensor networks,3
subexponential sequences,1
volterra equation,2
autocovariance function,1
arch process,1
asymptotic behaviour,1
long memory,2
weak stationarity,1
"30k05, 30b30, 30e10, 31a05",1
it risk assessment,1
it risk analysis,1
security requirements,1
restriction-modification,1
lactococcus lactis,7
methylome,1
bacteriophage,7
smrt sequencing,4
dairy fermentation,3
generalised graph colouring,1
forward checking,1
hybrid local search,1
printed dipole antenna,1
asymmetrical dipole,1
slot antenna,1
electrical and electronics,8
scs-services,1
ir-95948,1
metis-312450,1
ewi-25102,1
sedimentary basins,1
energy(all),4
receiver functions,1
seismology,2
geothermal exploration,1
microbial pathogens,7
geographical locations,2
fungal genomics,1
pathogens,3
genomic databases,1
people and places,3
fungal pathogens,1
antarctica,1
fungal genetics,1
swine,1
mycology,3
experimental autoimmune encephalomyelitis,1
autoimmunity; experimental autoimmune encephalomyelitis; il-17; multiple sclerosis; nk cells; ?? t cells,1
nk cells,2
γ δ t cells,1
il-17,1
opinion,1
nonlinear sciences::chaotic dynamics,1
"catena-((mu-4-(4h-1,2,4-triazol-4-yl)phenyl arsonato)-(mu-hydrogen 4-(4h-1,2,4-triazol-4-yl)phenyl arsonato)-(hydrogen 4-(4h-1,2,4-triazol-4-yl)phenyl arsonato)-di-lead dimethylformamide solvate hemihydrate)",1
randomized trace estimator,1
o(n2) operations,1
log-det approximation,1
gaussian random seeds,1
uniformly distributed seeds,1
ha1-4737,3
supervised machine learning,1
active learning,1
datasets,2
phase-uncertain digital receiver,1
communication engineering and systems,1
silicone elastomer,1
tissue engineering,3
regenerative medicine,1
small intestinal submucosa,1
urinary bladder matrix,1
soft tissue biomechanics,1
decellularized tissue,1
jel:l1,1
esgi 93 niftecash,1
quantitative financeaad_barak,1
[info.info-na]computer science [cs]/numerical analysis [cs.na],1
sensitivity analysis,1
"computer science - computational engineering, finance, and science",1
automatic differentiation,1
[ info.info-na ] computer science [cs]/numerical analysis [cs.na],1
law,2
lego,1
iso/iec 15504,1
maturity models,1
cmmi,1
process improvement,1
imaging systems,5
wireless communications; wlan 802.11; naive bayes; surf vocabulary tree; fusion,1
"11l05, 14h52, 20d20",1
hardware_integratedcircuits,5
standard pellet diet,1
ampk,2
tdp-43,1
amyotrophic lateral sclerosis,2
high-fat jelly diet,1
motor neuron degeneration,1
302,1
spinal cord,1
g400,2
enzyme,1
lipid metabolism,1
structure-function,1
g protein,1
macromolecular x-ray crystallography,1
membrane protein structure,1
mesophase,4
robot,1
in meso method,1
lipidic cubic phase,1
complex,1
high-throughput,1
transporter,2
g protein-coupled receptor,1
general earth and planetary sciences,7
geophysics,8
computer science - multiagent systems,2
[stat.co]statistics [stat]/computation [stat.co],1
computingmethodologies_computergraphics,8
sensors; tennis;,1
sensors; ion selective electrode; environmental monitoring; pot; pedot,1
lectins; analytical platforms,1
raw machine translations; usability,1
[phys.phys.phys-plasm-ph]physics [physics]/physics [physics]/plasma physics [physics.plasm-ph],1
[ phys.phys.phys-plasm-ph ] physics [physics]/physics [physics]/plasma physics [physics.plasm-ph],1
"47l25, 17c65, 46l70",1
mathematics - operator algebras,1
mathematics - functional analysis,3
mathematics::operator algebras,1
ubisense; sensors;,2
leading article,1
info_hc] informatique/interface homme-machine [[info],1
[info.info-hc]computer science [cs]/human-computer interaction [cs.hc],1
info_hc] computer science/human-computer interaction [[info],1
[info.info-hc] computer science/human-computer interaction,1
transcriptomes,1
gram negative,3
legionella,1
virome,2
birth mode,1
infant,1
"(eta^6^-benzene)-(2,4-bis((2,6-dimethylphenyl)imino)pentan-3-yl)-osmium trifluoromethanesulfonate chloroform solvate",1
dibenzyl sulfone,3
o-linked n-acetyl-glucosamine (o-glcnac),1
?-n-acetylglucosaminidase (o-glcnacase),1
β-n-acetylglucosaminidase (o-glcnacase),1
signaling cascades,3
signaling,4
energy transfer,1
biochemical simulations,1
signaling networks,2
signaling in selected disciplines,2
enzyme kinetics,1
biological systems engineering,1
whey protein,1
host-microbe biology,1
bacteriophages,1
metabolism,6
microbial communities,1
biomems; biomembranes; cellular biophysics; lab-on-a-chip; proteins;,1
eye gaze,1
image processing--digital techniques,1
intel·ligència artificial,1
visió artificial (robòtica),1
neural networks (computer science),5
visió per ordinador,1
artificial vision,1
àrees temàtiques de la upc::informàtica::intel·ligència artificial::representació del coneixement,1
deep learning,1
imatges -- processament -- tècniques digitals,1
computer vision,1
:enginyeria de la telecomunicació::processament del senyal::processament de la imatge i del senyal vídeo [àrees temàtiques de la upc],1
scanpath,1
:informàtica::intel·ligència artificial::representació del coneixement [àrees temàtiques de la upc],1
convolutional neural networks,1
xarxes neuronals (informàtica),1
àrees temàtiques de la upc::enginyeria de la telecomunicació::processament del senyal::processament de la imatge i del senyal vídeo,1
saliency prediction,1
complexity,1
[info.info-ds]computer science [cs]/data structures and algorithms [cs.ds],4
robustness,2
[info.info-cc]computer science [cs]/computational complexity [cs.cc],2
meta-heuristics,1
stable matching,2
cond-mat.str-el,1
"2,4,6-tris(1h-imidazol-1-yl)-1,3,5-triazine hydrate",1
regeneration,3
mental disorders,5
micro-fluidic; ph; smd led; light photo sensor; wearable system; sweat analysis,1
heat stress,1
metabolic hormones,1
reproductive physiology,2
steroid hormones,1
macrophage,6
chondrogenesis,3
microbio,1
global software development,1
spatial hypertext wiki,1
s7,1
hypertrophy,2
mps,1
s10,1
rtca,1
s25,1
c2c12,1
mpb,1
i110,1
uterus,2
progesterone,2
pregnancy,4
endometrium,2
estrous cycle,1
histotroph,1
experimental evolution,3
protein evolution,1
mutational robustness,1
molecular chaperone,1
institute of evolutionary biology and environmental studies,2
590 animals (zoology),2
molecular chaperones,1
dnak,1
q1,3
functional metagenomics,3
biolog,1
gut microbiome,2
salt tolerance,1
phenotype microarray,1
plasmonic nanoparticles,1
surface electron collisions,1
plasmonic resonance broadening,1
"l1 - market structure, firm strategy, and market performance",1
dna extraction,1
miseq,1
mock communities,1
bias,1
ion pgm,1
16s rrna,1
supertags; source language; phrase-based statistical machine translation;,1
immune system proteins,1
monocytes,3
immunological signaling,2
electrical engineering and systems science - signal processing,4
"h.3.3, h.3.7",1
common s180l polymorphism,1
exchange correlation,1
"t-butyl (4-(1,3-thiazol-2(3h)-ylidenesulfamoyl)phenyl)carbamate acetone solvate",3
communication networks,2
kronecker products,1
second eigenvalue of column stochastic matrices,1
network congestion control,2
tweet contextualization; sentence retrieval,1
query segmentation; query expansion; pseudo relevance feedback; patent prior art search,1
computer science::information retrieval,1
computer science::digital libraries,3
delta-sigma modulation; mash ddsm architecture; mash digital delta-sigma modulators; higher-order error feedback modulator; multimoduli mash; multistage noise shaping digital delta-sigma modulator; quantisation moduli; sequence length;,1
conducting polymers; photo responsive materials,1
pres; recall-oriented information retrieval; patent retrieval; evaluation metric,1
environmental hazards; gait performance; elderly,1
biomechanics,4
security protocols; formal methods; correctness proofs,1
n-(4-(piperidin-1-ylsulfonyl)phenyl)acetamide,2
artificial neural networks,1
protein folding,1
protein structure prediction,3
"20e99, 30d05, 32a05, 32h02, 32h50, 37f10, 37f50",1
mathematics - group theory,7
sensecam,5
equipment and supplies,5
nanorods,1
metal oxides,1
metallic oxides,1
hematite,1
nanostructured materials,1
thin film,1
neonatology,1
pediatric gastroenterology,1
"(eta^6^-benzene)-(4-((2,6-dimethylphenyl)imino)-3-(1-((2,6-dimethylphenyl)imino)ethyl)pentyl)-osmium trifluoromethanesulfonate dichloromethane solvate",1
qb,4
mesenchymal stem cell,1
primary cilium,1
tgf?1,1
bone,2
string theory,2
particles and fields physics,2
superstring theory,2
blue phosphorescence,1
isomer,1
triazole ring,1
isomerization,1
triazoles,1
pyridine,1
iridium(iii) complexes,1
dual emission,1
room-temperature,1
ruthenium,3
bridging ligand,1
charge-transfer,1
excited-state properties,1
pyridine-triazole complexes,1
ph control,1
transition-metal complexes,1
deprotonation,1
ems,3
ontology evolution; change impact analysis; content-based systems; ontology-driven content-based systems,1
alveolar epithelium,1
pulmonary drug disposition,1
inhalation biopharmaceutics,1
bronchial epithelium,1
estrogen,1
gper,1
vegf,1
"1,2-benzothiazol-3(2h)-one 1,1-dioxide",3
software traceability,1
medical device standards,3
"60e07, 60e10, 62e10",1
random summation,1
60e07,1
hyperbolic secant distribution,1
60e10,1
characteristic function,1
serine,1
gene prediction,1
data management,1
taxonomy,1
phylogenetic analysis,2
transfer rna,2
phylogenetics,1
evolutionary systematics,1
computer and information sciences,4
hydroxyl amino acids,1
wave farm,1
[spi.nrj]engineering sciences [physics]/electric power,5
flicker,1
power quality,3
[ spi.nrj ] engineering sciences [physics]/electric power,4
"renewable energy, sustainability and the environment",4
oscilating water colum,1
wave energy,3
electrical energy storage,1
[phys.phys.phys-optics]physics [physics]/physics [physics]/optics [physics.optics],3
technology assessment,1
wireless networks,1
chip sequencing (chip-seq),3
wnt î˛-catenin signalling,3
kartogenin (kgn),3
neuronal differentiation,3
genome medicine,3
repsox,3
precision medicine,3
transforming growth factor beta (tgf-î˛) signalling,3
differentiation therapy,3
interaction proteomics,3
mixed / augmented reality,1
computing methodologies,2
mobile devices,1
centered computing,1
human,1
variational methods,2
social network analysis,1
latent space model,1
latent variable,1
mutational buffering,1
groel,1
hybrid systems,1
lyapunov functions,1
quadratic stability,1
magnetic tunnel junctions (mtjs),1
plant physiology,1
viral transmission and infection,1
plant cell wall,1
plant pathology,4
host cells,1
plant cell biology,2
rna transport,1
plant pathogens,3
plant genetics,1
plant microbiology,1
mechanisms of resistance and susceptibility,1
meta-analyses,1
"c4d, conductivity, monolith",1
4-((4-(pyridin-4-ylethynyl)phenyl)ethynyl)pyridine,1
"computer science::computational engineering, finance, and science",1
dynamic multiscale hedging,1
decomposition (mathematics),1
wavelet decomposition,1
mathematics::optimization and control,1
hedging (finance)--mathematical models,1
wavelets (mathematics),2
11a07,1
domb numbers,1
supercongruences,2
11f11,1
11a07 (primary) 11f11 (secondary),1
11l05,1
automotive engineering,3
4-iodobenzyl 4-nitrophenyl sulfide,3
neurobiology,1
powders; thick films,1
[info.info-wb]computer science [cs]/web,1
info_ai] computer science/artificial intelligence [[info],1
info_ai] informatique/intelligence artificielle [[info],1
info_wb] computer science/web [[info],1
[ info.info-ai ] computer science [cs]/artificial intelligence [cs.ai],3
[ info.info-wb ] computer science [cs]/web,1
info_wb] informatique/web [[info],1
development,5
q4,2
d47,2
l94,1
eu,1
business and international management,3
"management, monitoring, policy and law",2
econometric modelling,1
electric utilities,1
market design,1
cancer cell aggression,1
drug resistance,3
microrna-630,1
igf1r,1
epilepsy,8
preconditioning,2
ischemia,2
biologie,2
in vivo imaging,1
technical advance,1
mmtv promoter,1
<b><it>in vivo</it></b> imaging,1
transgenic mice,1
bioluminescence,1
botany,4
crops,2
cereals,2
fungal classification,1
uv-vis spectroscopy,1
electronique,1
photoemission,1
[ spi.mat ] engineering sciences [physics]/materials,1
[spi.mat]engineering sciences [physics]/materials,2
dft,1
[spi.tron]engineering sciences [physics]/electronics,1
radiation,1
substituted tetra-phenyl porphyrins,1
[ spi.tron ] engineering sciences [physics]/electronics,1
matériaux,1
health care economics and organizations,4
salmon calcitonin,2
opinion article,1
nanodevices,1
optimised peptides,1
peptidomimetics,1
chimeric and fusion peptides,1
prodrugs and co-drugs,1
hybrid antibiotics,1
qa75 electronic computers. computer science,4
plasma physics,1
visible light activity,1
semiconductor photocatalysis,1
sol gel,1
mechanism of doping,1
pollution,3
n-doping,1
band gap widening,1
degussa p25,1
waste management and disposal,3
"health, toxicology and mutagenesis",3
health and medicine,1
perot interferometer; pressure sensors,1
optical fibre sensors; fabry,1
physics::atomic and molecular clusters,3
environmental monitoring,3
visual sensing,1
multi-modal sensor networks,1
chemical sensors,1
rainfall radar,1
22,1
selenocysteine,1
selenoprotein s,1
codon redefinition,1
1001,6
ribosome specialization,1
selenoprotein p,1
gut-axis,1
bile acids,2
dysbiosis,2
"5,10-disubstituted porphyrins",1
"2,3,7,8,12,13,17,18-octa­ethyl­porphyrin",1
"2,3,7,8,12,13,17,18-octa?ethyl?porphyrin",1
niii porphyrin,1
normal structural decomposition (nsd) method,1
nickel(ii) complexes,1
research communications,3
status epilepticus,2
temporal lobe epilepsy,2
bh3-only proteins,2
neurons,8
matrius (àlgebra),1
linear code,1
94b05 (primary) 94b35 (secondary),1
quasi-cyclic code,1
error-correcting codes (information theory),1
codis de correcció d'errors (teoria de la informació),1
list decoding,1
matrix-product code,1
matrices,1
life-long collections; family,1
photoswitchable materials,1
"tetracosakis(mu-3,3',3''-[benzene-1,3,5-triyltri(ethyne-2,1-diyl)]tribenzoato)-octakis(n,n-dimethylformamide)-octacosa-aqua-hexatriaconta-copper(ii) unknown solvate",1
database,2
therapeutics,2
health services administration,2
cell biology/cellular death and stress responses,2
chemical biology/chemical biology of the cell,1
digestive system diseases,7
biochemistry/cell signaling and trafficking structures,3
multimodal feedback,1
co2; home energy monitoring; activity monitoring; multimodal feedback;,1
co2,1
activity monitoring,1
home energy monitoring,1
machine learning application,1
fibers,1
scattering,1
nuclear experiment,2
germanium,2
optical,2
raman,1
delamination,2
debonding,1
composite bolted joint,1
fibre breakage,1
intra-laminar damage,1
civil and structural engineering,2
fastener failure,1
green,1
civil engineering,1
nanomaterials,4
environmental monitoring; sensors; detectors,1
neurology. diseases of the nervous system,5
neonatal hypoxic ischemic encephalopathy,1
hie,1
mri,1
rc346-429,5
diffusion-weighted lesions,1
automatic quantification,1
segmentation,1
journal article,3
atherosclerosis,1
pericytes,1
vascular calcification,1
progenitor cells,1
single nucleotide polymorphism,2
genome-wide association study,7
diabetic nephropathy,5
nlp,1
web-based integration technologies,1
direct lyapunov method,1
global stability,1
quantifier instantiation,1
e-matching,1
smt,1
mathematics::representation theory,4
"32c16, 32v20, 53c10",1
antineoplastic agents,1
bcl-2 homologous antagonist-killer protein,1
aged,1
"models, biological",2
treatment outcome,1
protein array analysis,1
"cell line, tumor",1
colorectal neoplasms,2
proto-oncogene proteins c-bcl-2,1
bcl-2-associated x protein,1
female,2
male,2
trace,2
reciprocal polynomial,1
root computation,1
colorectal cancer (crc),1
hypoxia-inducible factor 1α,1
pyruvate kinase isoform m2,1
dendritic cells,2
pd-l1,1
tumor cells,1
lps,1
bail-in,1
impairment charges,1
european bank failure,1
bank resolution; bail-in; european bank failure; global financial crisis; impairment charges,1
"general economics, econometrics and finance",2
global financial crisis,1
bank resolution,1
"bank resolution, bail-in, european bank failure, global financial crisis, impairment charges.",1
web server issue,3
bayesian hierarchical model; population projections; expression language; population pyramid; united nations; world population prospects,1
population projections,1
bayesian hierarchical model,2
expression language,1
united nations,1
world population prospects,1
population pyramid,1
titanium dioxide,1
graphitic carbon nitride,1
rna analysis,1
reproductive system,2
amino acid analysis,1
nucleic acid analysis,1
urogenital system,1
nanomedicine,2
human genetics,5
burkholderia cepacia complex,1
bacterial biofilms,2
pseudomonas infections,1
animal models of infection,1
burkholderia infection,1
co-infections,1
autosomal recessive,2
computerapplications_miscellaneous,1
brain derived neurotrophic factor,1
docosahexaenoic acid,1
glucocorticoid receptors,1
corticosterone,1
"renewable energy, feed-in tariff, option pricing, renewable energy support schemes �",1
jel:l94,1
jel:q48,1
jel:g13,1
jel:q5,1
human liver,1
tolerance,1
parkinson?s disease,1
neurodegeneration,1
alzheimer?s disease,1
parkinson’s disease,1
prions disease,1
alzheimer’s disease,3
ontology evolution; change impact analysis; structural impacts; semantic impacts,1
kluyveromyces,1
lac12,1
lactose transport,1
industrial yeast,1
non-conventional yeast,1
yeast evolution,1
dairy,8
video summarization; evaluation;,1
cubic mn2ga films,1
"2000 mathematics subject classification. primary 46l05, 47b47, 46l06, 46l07",1
room temperature ionic liquids; rtils; organic semiconductor-based sensors; organic electrochemical transistors; oects,1
physics::atmospheric and oceanic physics,5
molecular switches,1
phosphonium ionic liquids; glucose oxidase; enzymes; electrochemical transistors; oects,1
query reformulation; query expansion; clir;,1
physics - medical physics,3
inorganic chemicals,6
organic chemicals,1
n900,2
accounting,5
x200,1
"35j60, 41a60",1
mathematics::commutative algebra,3
physics - geophysics,1
demand management,1
smart meter trials,1
information,1
tou tariffs,1
expert disagreement,1
wordnet,1
geo-semantics,1
lexical similarity,1
semantic similarity,1
similarity jury,1
geography (general),1
g1-922,1
network social capital,1
effectiveness,1
community governance,1
leadership,1
longitudinal study,1
wikipedia,1
68-xx (primary),1
h.2.7,1
k.4.1,1
computer science - databases,2
[info.info-pl]computer science [cs]/programming languages [cs.pl],1
[ info.info-pl ] computer science [cs]/programming languages [cs.pl],1
acm: d.: software/d.3: programming languages/d.3.3: language constructs and features/d.3.3.3: constraints,1
software/d.3: programming languages/d.3.3: language constructs and features/d.3.3.3: constraints [acm],1
absorption spectrum for uv-excited i-motif dna,1
adolescents,1
pediatric obesity,1
insulin resistance,3
personalized nutrition,1
automatic camera selection; tennis;,1
by-product formation,1
ligands,1
part 2,1
optoelectronic properties,1
photochromic dithienylethenes,1
energy-transfer,1
diarylethene,1
basis-set,1
molecular-orbital methods,1
complexes,1
gwas,3
mastitis,2
snp,2
holstein-friesian,1
qtl for scs and mastitis,1
somatic cell score,1
"62p30, 05c90, 68r10, 94c15",1
[phys.phys.phys-gen-ph]physics [physics]/physics [physics]/general physics [physics.gen-ph],2
2 methylthioadenosine 5' monophosphate triethylammonium; acetylsalicylic acid; antineoplastic agent; purinergic p2y12 receptor; transcriptome; unclassified drug,1
platelets,6
