,Counter
mathematics - representation theory,3
stochastic constraint programming,1
language and linguistics,2
stochastic alldifferent,1
linguistics and language,2
global chance constraints,1
filtering algorithms,1
stochastic constraint satisfaction,1
wass,5
high energy physics::lattice,22
"research and development (r&d), internationalization of r&d, r&d offshoring, multinational companies, national innovation systems, case studies, semi-structured interviews",1
geometry and topology,11
curve,1
pseudo-euclidean geometry,1
null curve,1
invariant parametrization,1
"65f15, 65f18 (primary) 90c26, 90c56 (secondary)",1
mathematicsofcomputing_numericalanalysis,2
darevskia valentine,1
hatchlings,1
northeastern anatolia,2
computer science - logic in computer science,3
computer science - robotics,5
pathology and forensic medicine,2
particle physics - phenomenology,1
microstructure,2
mg–al alloy,1
strontium,1
mining engineering. metallurgy,1
mechanical testing,2
tn1-997,1
rainfall,1
soil suction,1
infiltration,1
slope stability,2
groundwater remediation,1
cosolvent flushing,1
evolutionary algorithms,1
particle swarm optimization,2
napls,1
geomorphology,1
fethiye,1
saklıkent canyon,1
"ismb/eccb 2013 proceedings papers committee july 21 to july 23, 2013, berlin, germany",1
original papers,3
metabolic engineering,3
metabolic pathways,1
eye,1
brain lipids,1
nutrition,2
cholesterol/biosynthesis,1
smith-lemli-opitz syndrome,1
research articles,4
in situ hybridization,2
lepton number,1
channel cross section: measured,1
généralités,1
data analysis method,1
charged current,1
cngs,2
statistical analysis,2
neutrino: mass difference,1
mathematics::geometric topology,11
mathematics::group theory,1
"20f38, 57n05",2
glucose,2
transcriptome,2
saccharomyces cerevisiae,6
gene regulatory networks,1
time factors,1
"gene expression regulation, fungal",1
"adaptation, physiological",1
quaternary ammonium compounds,1
rhodobacter sphaeroides o.u.001,1
aminolevulinic acid,1
glutamyl-trna reductase,1
article; agriculture and environmental biotechnology,1
heterologous expression,1
biohydrogen,1
high-throughput small rna sequencing,1
olive,4
periodicity,1
microrna,1
<b>h</b>igh-throughput small rna sequencing,1
hardware and architecture,12
condensed matter::superconductivity,12
computer science::discrete mathematics,1
"t cells,aggregatibacter actinomycetemcomitans groel,hsp64,cytokines,tlr2",1
cytokines,3
hsp64,1
aggregatibacter actinomycetemcomitans groel,1
tlr2,1
05b05,1
jel:i21,3
"compulsory schooling, gender, ethnicity, parental schooling, regression discontinuity",1
jel:i28,6
jel:j15,2
electromagnetic power generation,2
gate-cross-coupled rectification,1
vibration-based energy harvesting system,1
[ sdu.stu.gp ] sciences of the universe [physics]/earth sciences/geophysics [physics.geo-ph],1
[sdu.stu.gp]sciences of the universe [physics]/earth sciences/geophysics [physics.geo-ph],1
computer science - emerging technologies,3
aluminum chloride colorimetric,1
antitumor,1
folin-ciocalteau,1
lysimachia vulgaris,1
antibacterial,1
dpph,2
complementary and alternative medicine,1
hplc,1
visualization,1
grayscale softcopy presentation state (gsps),1
medicine(all),2
compression,1
dicom,1
data qualification,1
thesaurus,1
distributed information system,1
graph,1
radiological and ultrasound technology,2
compressed sensing,3
breast tomosynthesis,1
total variation,2
biomaterials,10
radiology nuclear medicine and imaging,4
jel:c93,3
jel:i11,1
jel:o30,1
"enzyme stabilization, enzyme immobilization, enzyme polymer conjugation, urea, dextran, biosensor, activity",1
colloid and surface chemistry,4
computer graphics and computer-aided design,2
visual arts and performing arts,1
information retrieval,1
music analysis,1
medieteknik,1
musikvetenskap,1
media and communication technology,1
information retrieval; music analysis; representation; theory,1
representation,1
theory,1
musicology,1
rm1-950,5
therapeutics. pharmacology,5
"general pharmacology, toxicology and pharmaceutics",2
pharmacology (medical),6
flood mitigation,1
forecasting,1
short-term reservoir operation,1
chalcone,2
2-mercaptoethanol,1
β-mercapto carbonyl.,1
thia- michael addition,1
iodine,1
reverse osmosis membrane,2
мембрана зворотного осмосу,2
морфологія,2
шорсткість поверхні,2
атомно-силова мікроскопія,2
atomic force microscopy,6
surface roughness,4
mental disorders,4
whey,2
α-lactalbumin,2
purification,1
protein nanotubes,2
nanotubular gels,1
expression,3
znf703,1
nsclc,1
cancer biology,1
akt/mtor pathway,1
[info.info-mo]computer science [cs]/modeling and simulation,1
feature fusion,1
feature extraction,2
fault detection,1
condition monitoring,1
modélisation et simulation,1
mgat1,1
wnt/β-catenin pathway,1
scid mice,1
xenografting,1
t,26
ta1501-1820,14
applied optics. photonics,14
technology,26
pseudogap,1
tunneling spectroscopy,1
electron injection,1
high-tc superconductors,1
intrinsic josephson junctions,3
spin polarized current,1
brain tissue membrane,1
ptz,1
audiogenetically susceptible wag/rij rat,1
ft-ir spectroscopy,1
neural network,1
pca,3
petrology,1
k-ar age,1
pétrologie,1
geochemistry,3
turquie,1
mineralogy,1
âge k-ar,1
post-collisional,1
anatolie centrale,1
central anatolia,3
minéralogie,1
post-collisionnel,1
basalts,1
basaltes,1
quaternaire,1
quaternary,2
géochimie,1
shell utilization,1
anomura,1
gastropod,1
hermit crabs,1
ql1-991,6
levantine sea,3
decapoda,1
higgs inflation,1
palatini formalism,1
unitarity,1
computer science - computational complexity,13
theoryofcomputation_computationbyabstractdevices,4
computer science::computational complexity,4
correction,3
building and construction,11
statik analiz,1
mevcut betonarme binalar,1
structural properties,1
doğrusal olmayan analiz,1
nonlinear analysis,1
existing reinforced concrete buildings,1
yapısal özellikler,1
static analysis,1
signaling in cellular processes,4
g-protein signaling,2
cell physiology,3
cell mechanics,1
cytokinesis,1
cell division,1
biomechanics,1
cellular structures,1
anatomy and physiology,4
subcellular organelles,1
western turkey,1
travertine,1
denizli basin,1
stratigraphy,3
conners' kiddie continuous performance test,1
attention deficit hyperactivity disorder,1
preschool,1
behavior rating inventory of executive function-preschool version,1
biophysics/membrane proteins and energy transduction,1
biochemistry/structural genomics,2
biophysics/theory and simulation,3
biophysics/structural genomics,1
growth atmosphere,1
catalyst pretreatment atmosphere,1
chemical vapor deposition,1
growth yield,1
temporal data integration,1
salmonella-infection,1
salmonella infection,1
phosphoproteomic,1
network reconstruction,1
pathway analysis,1
public health,2
separating invariants,1
modular groups,1
condensed matter - other condensed matter,16
luteolin,1
streptozotocin,1
bidens tripartite,1
chlorogenic acid,1
antidiabetic,1
cynaroside,1
"economics, econometrics and finance (miscellaneous)",1
mathematics - probability,10
engineering (miscellaneous),6
60g51,1
dairying,1
sf221-250,1
oceanography,4
aquatic science,7
mathematics::general topology,1
computer science::computation and language (computational linguistics and natural language and speech processing),2
theoryofcomputation_miscellaneous,2
monte carlo method,1
vitamin b12,1
cyanocobalamine,1
haldane-anderson model,1
hartree approximation,1
gold nanoparticles,1
modified electrode,1
gold electrode,1
square wave voltammetry (swv),1
nitrite determination,1
nutrition. foods and food supply,1
tx341-641,1
fetal programming,1
rats,1
food science,13
low quality protein,1
"bilgi yonetimi, orgut ici dinamikler, yenilik, otel isletmeleri",1
jel:m19,2
jel:m10,1
jel:m13,2
non-small cell lung cancer,1
matrix metalloproteinase-2,1
e-cadherin,1
cell adhesion,2
grn163l,1
fibers,3
discontinuous reinforcement,1
rheological properties,1
engineered cementitious composites,3
ceramics and composites,6
mechanical properties,3
stamp genes,1
immunology and microbiology (miscellaneous) ,1
prostate cancer,2
nfκb,1
tnfα,1
gene silencing,1
p53,2
denizli,1
turkish native chickens,1
gerze,1
computational biology/protein structure prediction,1
biochemistry/protein chemistry,1
computational biology/molecular dynamics,4
biochemistry/macromolecular assemblies and machines,1
computational biology/macromolecular structure analysis,2
molecular biology/bioinformatics,3
pseudomonas fluorescens,1
pseudomonine,1
siderophore,1
ankara university,1
electronic records management systems,1
e-beyas project.,1
gis,4
rs,1
kartalkaya dam watershed,1
pericyclic reactions,1
nitroso acetal,1
6π-electrocyclization; [3 + 2] cycloaddition,1
nitrodiene,1
high energy physics - lattice,3
phthalonitrile,1
aminoquinoline,1
hydroxyquinoline,1
methoxyquinoline,1
bromination,1
eunicida,1
animal science and zoology,12
aegean sea,2
onuphidae,1
animalia,1
incomplete beta function,1
neutrix,1
gamma function,1
beta function,1
incomplete gamma function,1
neutrix limit,1
distribution,2
[phys.nucl]physics [physics]/nuclear theory [nucl-th],3
[ phys.nucl ] physics [physics]/nuclear theory [nucl-th],1
hybrid systems,1
parameter estimation,1
dynamic optimization,1
biophysics/biomacromolecule-ligand interactions,2
hypogonadism,1
delayed puberty,1
hypogonadotropic,1
etiology,1
lagrangian distribution,1
sasakian metric,1
mathematics::symplectic geometry,14
pure tensor,1
diagonal lift,1
paraholomorphic tensor,1
info_dm] informatique/mathématique discrète [[info],1
[info.info-dm] computer science/discrete mathematics,3
info_dm] computer science/discrete mathematics [[info],1
[info.info-dm]computer science [cs]/discrete mathematics [cs.dm],4
camera triggering,1
legged locomotion,1
metric,1
computer science::graphics,2
motion blur,1
05c20,3
statistics - methodology,5
62g20,1
05c80,4
62g10,1
62h11,1
60d05,4
physics - classical physics,3
statistics - applications,5
economics and econometrics,9
finance,6
lysozyme,1
blend film,1
fatty acids,1
bioactive packaging,1
linoleic acid,2
active packaging,1
"exo-β-1,3-glucanase",1
stratum corneum lipid liposome,1
antifungal protein,1
candida spp,1
panomycocin,1
vulvovaginitis,1
"exo-?-1,3-glucanase",1
computer science - learning,16
autoimmune diseases,1
genetics of the immune system,1
myasthenia gravis,2
neuromuscular diseases,1
immunity,3
clinical immunology,2
immunoregulation,1
"53c15, 53b20, 53c43",1
mathematics::history and overview,3
computer science::computers and society,2
mathematics (miscellaneous),3
moltkia,1
boraginaceae,1
secondary metabolites.,1
radical scavenging effect,2
cytotoxicity,3
statistics - machine learning,5
noscapine,1
overexpression,1
stem tissue,1
vigs,1
morphine,1
medicine (miscellaneous),5
perforin,1
crispr/cas,1
mesenchymal stem cells,3
"biochemistry, genetics and molecular biology (miscellaneous)",2
immune modulation,1
familial hemophagocytic lymphohistiocytosis 2,1
computingmilieux_legalaspectsofcomputing,3
dft,1
ft-raman,1
dispersive raman,1
nbo analysis,1
4-[n-phenyl-n-(3-methylphenyl) amino]-benzoic acid,1
sustainable development,1
erp,1
eco-management,1
quality management,1
greening,1
industrial processes,1
eco-informatics,1
strategy and management,2
"health care facilities, manpower, and services",1
11r29,1
11r23,1
11r34,1
11r42,1
"11r23, 11r29, 11r42, 11r80 (primary) 11f80, 11r34 (secondary)",1
11r27,1
"dichloro-(1,2-bis((3-(mesitylmethyl)imidazolidin-2-ylidene-1-yl)methyl)benzene-c^2^,c^2'^)-triphenylphosphine-ruthenium(ii) diethyl ether solvate",1
"α,β-enoates",1
cyclisations,1
"1,6-enynes",1
alkoxycarbonylation,2
rhodium,1
energy-producing organelles,1
oxides,1
dna damage,1
chemical compounds,1
bioenergetics,1
lysosomes,2
non-coding rna,3
rna,4
mitochondria,1
small interfering rnas,1
necrotic cell death,1
gene regulation,7
superoxides,1
skin and connective tissue diseases,9
nitric oxide,2
superoxide.,1
plantaginaceae,1
veronica,1
chitin-chitosan yield,1
cpue,1
freshwater crab,1
potamon potamios,1
animal culture,7
veterinary medicine,3
sf600-1100,3
population size,1
sf1-1100,7
risk; creditworthiness; credit risk; default; sme; logit,1
jel:g33,2
jel:g21,3
minimal supersymmetric standard model,1
μ parameter,1
soft masses,1
dark matter,3
polymerization,2
particle aggregation,1
free radical polymerization,2
transparency,1
polymers and plastics,4
qc1-999,8
computer science - computation and language,5
general immunology and microbiology,13
18g30,1
18d35,1
mathematics - category theory,1
18g50,1
crossed module,1
simplicial group,1
moore complex,1
18g55,1
2-crossed module,1
18d35 18g30 18g50 18g55,1
prokaryotes,2
nonlinear sciences::adaptation and self-organizing systems,1
condensed matter::statistical mechanics,3
"05.65.+b self-organized systems, 64.60.ht dynamic critical phenomena, 87.23.kg dynamics of evolution,",1
circularity,1
turn-milling,2
eccentricity,1
tool wear,2
ewi-25695,1
human activity recognition review,1
online activity recognition,1
metis-312494,1
smart phones,1
ir-94631,1
mobile phone,3
accelerometer,2
survey,1
smartphones,1
mobile phone sensing,2
real time,1
cell proliferation,2
mtt,1
pgm-csf,1
repair bond strength,1
"chipping, bilayer fracture",1
bilayer cad/cam ceramics,1
surface treatments,1
bcr/abl,1
topoisomerase,1
imatinib,2
chronic myeloid leukaemia,1
dipsacaceae,1
antimicrobial activity,4
palmitic acid,2
antioxidant activity.,1
gc-ms,1
a - linolenic acid,1
cephalari,1
walkability,1
environment and behavior studies,1
geographic information systems,1
active living,1
horticulture,4
gene conservation,1
solanaceae,1
quantitative trait loci,2
solanum melongena,2
"technostress, teachers, education, ict",1
jel:i29,1
astrophysics - instrumentation and methods for astrophysics,2
custer analysis,1
"su kalitesi, porsuk çayı, faktör analizi, kümeleme analizi, icp-oes",1
su kalitesi,1
factor analysis,1
faktör analizi,1
water quality,2
icp-oes,1
porsuk stream,1
kümeleme analizi,2
porsuk çayı,1
[info.info-cv]computer science [cs]/computer vision and pattern recognition [cs.cv],2
[info.info-cv] computer science/computer vision and pattern recognition,1
[chim.cata] chemical sciences/catalysis,1
[chim.cata]chemical sciences/catalysis,3
tuesday abstracts,2
abstracts,2
[ spi.nano ] engineering sciences [physics]/micro and nanotechnologies/microelectronics,1
tape casting,1
[spi.nano]engineering sciences [physics]/micro and nanotechnologies/microelectronics,2
[ spi.mat ] engineering sciences [physics]/materials,1
[spi.mat]engineering sciences [physics]/materials,2
mat] engineering sciences/materials [[spi],2
nano] sciences de l'ingénieur/micro et nanotechnologies/microélectronique [[spi],2
fe-doped al2o3,1
micro et nanotechnologies/microélectronique,2
templated grain growth,1
mat] sciences de l'ingénieur/matériaux [[spi],2
nano] engineering sciences/micro and nanotechnologies/microelectronics [[spi],2
matériaux,3
pestisit,1
kefal balığı (mugil cephalus),1
pcb,1
sediment,1
bafa gölü,1
hnscc,1
methylation.,1
c-myc,1
ct120,1
fam57a,1
bisulphite,1
sequencing,1
polypropylene,2
composites,2
transcriptomes,1
text mining,1
dna transcription,2
biological systems engineering,1
yeast and fungal models,3
miscellaneous systems and treatments,2
polyphenolic content,1
crataegus monogyna subsp. monogyna,1
flavonoid,2
rz409.7-999,2
tex86,1
cretaceous-paleogene boundary,1
dinoflagellate cysts,1
mass-extinction,1
[phys.hphe]physics [physics]/high energy physics - phenomenology [hep-ph],1
[ phys.hphe ] physics [physics]/high energy physics - phenomenology [hep-ph],1
supersymmetric standard model,1
supersymmetry phenomenology,3
alkollü içki sanayi,1
anaerobik,1
atıksu,1
membran,1
strain rate sensitivity,1
materials,1
impact,1
finite element analysis,2
high-manganese austenitic steel,1
crystal plasticity,1
products of spheres,1
57s25,2
"57s25, 20j06",1
rank conjecture,1
20j06,1
tate cohomology,1
database,3
lessons learned.,1
construction project,1
construction company,1
knowledge,1
cytology,2
ageing,2
qh573-671,2
acoustics and ultrasonics,7
gas adsorption,1
chemical bonds,1
energy gap,2
hydrogenation,1
staining,1
plasma cell disorders,1
myelomas,1
carcinogenesis,1
antibody-producing cells,1
immunohistochemistry techniques,1
gene amplification,1
multiple myeloma,1
hematologic cancers and related disorders,1
neoplastic transformation,1
plasma cells,1
myelomas and lymphoproliferative diseases,1
immunologic techniques,1
specimen preparation and treatment,1
histochemistry and cytochemistry techniques,1
b cells,1
cell staining,1
cp violation,1
neutrino physics,1
physics::atomic physics,4
ddc:540,3
precipitation techniques,2
antimalarials,1
cytoskeletal proteins,2
vesicles,2
chloroquine,1
immunoprecipitation,2
light microscopy,1
contractile proteins,1
autophagic cell death,1
drugs,2
fluorescence microscopy,1
actins,1
confocal microscopy,1
microscopy,7
mutation,2
puberty,1
sra1,1
hypogonadotropic hypogonadism,2
pnpla6,1
public perception,1
energy(all),3
geothermal utilization,1
çanakkale,1
public acceptance,1
hardware_memorystructures,2
inactivation,1
sporulation media,1
fruit juices,1
dipicolinic acid content,1
spoilage,1
controlled environment,1
nanowires,1
electrical measurement,1
nonlinear sciences - exactly solvable and integrable systems,10
species assembalges,1
biodiversity,3
benthos,1
coralligenous,2
cigesmed,1
france,1
west mediterranean basin,1
east mediterranean basin,1
conformal matrix,1
threshold graph,1
ciencias de la computación e información,1
ciencias naturales y exactas,2
perfect matrix,1
matemática aplicada,1
partition coloring,1
ciencias de la computación,1
selective coloring,1
matemáticas,1
dentistry(all),2
color,1
zirconia ceramics,1
light polymerization unit,1
light transmission,1
re1-994,1
ophthalmology,1
phase change material (pcm),1
passive heating,1
"renewable energy, sustainability and the environment",2
greenhouse applications,1
soilless agriculture,1
nuclear energy and engineering,1
thermal energy storage (tes),1
composite films,1
exponential decays,1
polystyrenes,1
hplc-dad,1
carotenoids,2
microalgae,1
prochlorococcus sp.,1
extraction,2
lutein,1
β-mannanase,1
enzyme,1
rainbow trout,1
α-galactosidase,1
oncorhynchus mykiss,1
soybean meal,1
functional electrical stimulation,1
complexity,1
rehabilitation,1
surface electromyography,1
full-face transplantation,1
fuzzy entropy,1
health informatics,3
emotional expressions,1
jel:c23,1
social capital,1
jel:c21,1
jel:c43,1
human capital,1
jel:g20,2
spatial panel data analysis,1
physical capital,1
jel:o16,1
jel:r12,2
financial development,1
hb1-3840,1
"financial development, physical capital, human capital, social capital, spatial panel data analysis",1
economic theory. demography,1
arteriovenous malformations,1
angiogenesis,2
developmental neuroscience,1
cerebrovascular development,1
bai1,1
seed and straw yields,1
aflp,1
morphine content,1
spectra,1
solid wood,1
pinus brutia,1
mechanical-properties,1
wood properties,1
genetic regression,1
forestry,2
reflectance spectroscopy,1
wood chemicals,1
compact thermal energy storage,1
paraffin,1
nano composite,1
phase change material,1
g20 - general,1
g15 - international financial markets,1
"risk measurement, systemic risk, connectedness, systemically important financial institutions, vector autoregression, variance decomposition",1
jel:g2,1
jel:c3,1
bats,1
echolocation,1
"[sdv.bid.spt]life sciences [q-bio]/biodiversity/systematics, phylogenetics and taxonomy",1
morocco,1
mammalia,1
cryptic species,1
mathematics - symplectic geometry,3
transverse knots,1
53d10,1
overtwisted contact structure,1
quantitative biology::subcellular processes,1
57m27,1
legendrian knots,1
nonloose knots,1
customer repurchase intention,1
partial least squares path model,1
satisfaction,1
"primary: 57s25, secondary: 20d20",1
computational  biology,13
grammosciadium,2
stenodiptera,1
manova,1
invasive alien species,1
styela clava,1
ascidiacea,1
sea of marmara,1
tunicata,1
protein,3
jel:d04,2
jel:c14,1
jel:d02,1
"network theory, firm growth, business incubator, newly founded firms",1
image,1
customer satisfaction,1
structural equation modeling,3
customer relationship proneness,1
"t-butylammonium o,o'-bis(1,3,3-trimethylbicyclo[2.2.1]hept-2-yl) phosphorodithioate",1
polysome,2
drosophila,1
trna,1
trf,1
supersymmetry,1
b→xsγ decay,1
electric and chromoelectric dipole coefficients,1
explicit cp violation,1
global constraints,1
leximin optimal solutions,1
symmetry breaking,1
propagation algorithms,1
constraint propagation,1
modelling,3
multiset ordering,1
constraint satisfaction,1
constraint programming,1
scratch resistance,1
adhesion,1
abrasion,1
polyethylene,1
thickness swelling,1
genetic maps,1
indels,1
snps,1
c. clementina;c. sinensis;c. maxima;ssrs;snps;indels;genetic maps;bac end sequences;half-tetrad analysis;linkage maps;microsatellite markers;ssr markers;homeologous recombination;segregation distortion;poncirus-trifoliata;genotyping errors;mismatch repair,1
c. maxima,1
c. sinensis,1
<it>c. sinensis</it>,1
ssrs,1
<it>c. clementina</it>,1
c. clementina,1
<it>c. maxima</it>,1
x-ray analysis,1
endoperoxide,1
oxidation,1
cyclitols,1
aminocyclitol,1
nonlinear equations,2
polynomials,1
arbitrary number,1
control nonlinearities,1
exponential functions,1
partial differential equations,1
wireless communications,1
network coding,1
software-defined networking,1
wireless sensor networks,4
information-flow,1
multiple-access channels,1
harnessing interference,1
machine learning,2
113 computer and information sciences,1
machine-type communications,1
systems,1
internet of things (iot),1
network function computation,1
function computation,1
big data,1
communication,2
computational biology/signaling networks,1
computational biology/systems biology,1
genetics and genomics/cancer genetics,1
biochemistry/bioinformatics,1
skew tent map,1
baptista-like cryptosystem,1
cryptanalysis,1
hardware_arithmeticandlogicstructures,2
ddc:004,1
chaos-based cryptography,1
logistic map,1
"11d41, 11d61",1
taphonomy,1
mammalogy,1
animal taxonomy,1
vertebrate paleontology,1
volcanology,1
paleoecology,1
sedimentary geology,1
optical properties,1
metals and alloys,8
annealing,1
ruthenium complexes,1
solanum nigrum,1
biflavonoid,1
solar energy,1
solar water heater,1
energy conservation,1
13a50,7
mathematics::commutative algebra,4
mathematics - commutative algebra,9
environmental science (miscellaneous),1
computer science::performance,3
electrospinning,2
j-aggregates,1
poly,1
pseudoisocyanine,1
combinatorial optimization,1
crossing minimization,1
weighted bipartite graphs,1
approximation algorithms,1
choice experiment,1
cancer premium,1
senior discount,1
value of statistical life,1
g,6
ge1-350,9
geography. anthropology. recreation,6
qe1-996.5,10
environmental technology. sanitary engineering,6
environmental sciences,9
td1-1066,6
39999 chemical sciences not elsewhere classified,7
warm mix asphalt,1
synthetic zeolite,1
water containing additive,1
natural zeolite,1
aging,2
theoryofcomputation_mathematicallogicandformallanguages,3
computer science - formal languages and automata theory,2
computer science (miscellaneous),2
active learning,2
annotation propagation,1
clustering,1
speaker identification,1
ocr,1
attention (behavior),1
cognitive psychology,1
memory,1
mental health,7
sleep,1
psychology,2
neurological system,1
behavior,1
sleep disorders,1
human activities,3
electrophysiology,1
cognitive neurology,1
nervous system physiology,1
physiological processes,2
turkey (country),2
assault,1
geographical locations,2
engineering and technology,3
trauma medicine,1
homicide,1
violent crime,1
people and places,2
public and occupational health,1
traumatic injury risk factors,1
crime,1
europe,3
criminology,1
firearms,1
asia,2
equipment,1
traumatic injury,1
critical care and emergency medicine,1
theft,1
weapons,1
phylogenetic analysis,1
rna-dependent rna polymerase,1
plant culture,1
sb1-1110,1
citrus tristeza virus,1
strain identification,1
coat protein,1
compact tension shear,2
mechanical engineering and machinery,4
finite element method,2
tj1-1570,4
mode-i/ii,2
mixed mode,3
structural engineering (general),4
ta630-695,4
fracture,4
physics - atmospheric and oceanic physics,3
bi2212,1
terahertz radiation,1
reactive ion-beam etching,1
j12 - marriage ; marital dissolution ; family structure ; domestic abuse,1
i28 - government policy,1
i21 - analysis of education,1
j16 - economics of gender ; non-labor discrimination,1
j13 - fertility ; family planning ; child care ; children ; youth,1
j18 - public policy,1
d10 - general,1
capsicum annuum,1
genome annotation,1
meloidogyne spp,1
marker-assisted selection,1
localization,1
cooperative localization,1
bearing,1
wireless ad hoc networks,1
angle of arrival,1
graph theory; topology control,1
global rigidity,1
rigidity,1
topology reconstruction,1
distributed systems,1
chelonia mydas,1
caretta caretta,1
davultepe 100. yıl kumsalı,1
mersin,1
alignment free,1
relative complexity measure,1
resampling,1
methodology article,2
galanthus,1
phylogenetics,1
information technology,12
toegepaste informatiekunde,12
mgs,8
hexadecanoic acid,1
caryophyllene oxide,1
seed purity,1
organic manure,1
organic wheat,1
weed control,1
cetyl palmitate,1
tungsten loaded,1
esterification,1
process chemistry and technology,3
mesoporous acid catalysts,1
cetyl alcohol,1
persulfate/uv-c process,1
hydrogen peroxide/uv-c process,1
nonionic surfactant,1
hydroxyl radical,1
competitive kinetics,1
advanced oxidation processes (aops),1
octylphenol polyethoxylate,1
sulfate radical,1
omatic chromosome,1
karyotype,3
fabaceae,2
annan geovetenskap och miljövetenskap,1
gravimetric gia modelling,1
independent component analysis (ica),1
other earth and related environmental sciences,1
satellite geodesy,1
gravity recovery and climate experiment (grace),1
glacial isostatic adjustment (gia),1
p300,1
oscillation,1
tio2 nanoparticles,1
membrane deformation,1
synthetic freshwater,1
raphidocelis subcapitata,1
"safety, risk, reliability and quality",5
33dxx,1
76b47,1
76m40,1
"hydrogen bonding, leucine, lysine, molecular structure, alanine, electrostatics, peptides, glutamic acid",1
qc120-168.85,5
td dft,1
[chim.orga]chemical sciences/organic chemistry,2
ftir,3
[ chim.orga ] chemical sciences/organic chemistry,2
[chim.mate]chemical sciences/material chemistry,1
tetraphenyl porphyrin,1
fluorescence,1
electronic structure,1
electrical engineering. electronics. nuclear engineering,8
tk1-9971,8
[ chim.mate ] chemical sciences/material chemistry,1
asymmetric substitution,1
qh201-278.5,5
descriptive and experimental mechanics,5
mobile base station,1
network size,1
heed,1
biogeoclimate zones,1
soil organic carbon,1
net primary productivity,1
turkey.,1
land cover,1
quantitative biology::cell behavior,3
physics::biological physics,2
quantitative biology::other,1
"dibromo-(1-(3-methoxypropyl)-3-(3,4,5-trimethoxybenzyl)benzimidazol-2-ylidene)-(pyridine)-palladium",1
ph,1
composite material,1
agglomeration,1
tp785-869,2
clay industries. ceramics. glass,2
sol-gel,1
high energy mediterranean water input,1
[ sdu.stu.st ] sciences of the universe [physics]/earth sciences/stratigraphy,2
subaqueous fan,1
high resolution seismic,1
sea level change,1
multibeam,1
[sdu.stu.st]sciences of the universe [physics]/earth sciences/stratigraphy,2
cml,1
"biological phenomena, cell phenomena, and immunity",1
epigenetic,1
chronic myeloid leukemia,2
cancer cells,3
policomb group proteins,1
endocrine system,5
magnetic resonance imaging,1
48,1
super-resolution,1
magnetic resonance spectroscopy,1
image reconstruction,1
image quality,2
124,1
1004,1
1003,1
107,1
tecnologia electronica,1
fermions,1
quantum-mechanics,1
eastern mediterranean sea,1
distribución,1
mar mediterráneo oriental,1
epifauna,1
cilician shelf,1
plataforma de armenia menor,1
genetic structures,4
ant,1
activity rhythm,1
compound eye,1
formica cunicularia,1
visual learning,1
eye diseases,5
cognitive neuroscience,3
camponotus aethiops,1
rvk:up 2200,1
superconductivity,1
antiferromagnetism,1
supraleitung,1
phase transitions,2
antiferromagnetismus,1
phasenübergänge,1
f.4.1,1
iluh river,1
batman city,1
hydrographic characteristics,1
flood and torrent,1
quantitative biology - neurons and cognition,2
vertical mixing,1
stratified reservoirs,1
turbulent mixing,1
settling velocities,1
turbulence models,1
physics - applied physics,1
rechtsprechung,1
jel:c78,4
jel:k41,1
c78,2
k41,1
k00,1
trial,1
jel:d82,1
settlement,1
verhandlungstheorie,1
litigation,1
rechtsökonomik,1
zivilprozess,1
"litigation, settlement, trial, judges",1
jel:k00,1
judges,1
theorie,3
d82,1
wdr81,1
race,1
qrt-pcr,1
zebrafish,1
newtonian liquids,1
interface conditions,1
electrical permittivity,1
dielectric materials,1
[phys.meca.mefl]physics [physics]/mechanics [physics]/mechanics of the fluids [physics.class-ph],1
fluid dynamics,1
droplet deformation,1
drops,1
electric fields,1
ocean engineering,5
smoothed particle hydrodynamics methods,1
electrohydrodynamics,1
smoothed particle hydrodynamics,1
deformation,1
permittivity,2
electrohydrodynamic deformation,1
hydrodynamics,1
surface tension,1
leaky dielectric models,1
maxwell equations,1
multiphase flow,1
electric field force,1
drop breakup,1
gırgır balıkçılığı,1
yapay ışık,1
pelajik balık,1
echosounder,1
mathematics::representation theory,4
"15a63, 16s99",1
numerical analysis,3
quiver mutation,1
skew-symmetric matrix,1
finite mutation type,1
mathematics::rings and algebras,1
quantitative biology::populations and evolution,2
cuprac,1
antioxidant capacity assays,1
folin,1
frap,1
abts,1
crataegus,1
log-likelihood ratio based classifier fusion,1
lts5,1
face recognition,2
face verification,1
sequential forward floating search,1
curvature gabor wavelets,1
computer science - sound,3
hg1-9999,3
hb71-74,2
economics as a science,2
heterocyclic compounds,1
gyrosope,2
gyrostabilizer,2
vibration control system,1
damping,2
nonlinear dynamics,2
"21.60.ev, 21.10.re, 21.60.fw",1
[phys.nucl] physics/nuclear theory,1
traditional building materials,1
traditional buildings,1
greenhouse gases,1
adobe,1
modern building,1
materials science (miscellaneous),1
mathematics::spectral theory,2
"general relativity,higher curvature gravity theories,local conformal invariance,noncompact weyl-einstein-yang-mills model",1
atmosphere,1
:86 geophysics [classificació ams],1
maps,1
àrees temàtiques de la upc::matemàtiques i estadística::matemàtica aplicada a les ciències,1
solar-activity,1
earthquake,1
global electron-content,1
anomalies,1
latitudes,1
geofísica,1
tec,1
:matemàtiques i estadística::matemàtica aplicada a les ciències [àrees temàtiques de la upc],1
satellite,1
classificació ams::86 geophysics,1
calibration,1
bc,1
qa75,1
gelation,1
humidity,1
quartz crystal microbalance,1
