,Counter
"àrees temàtiques de la upc::so, imatge i multimèdia::creació multimèdia::imatge digital",1
information storage and retrieval systems,1
tecnologia de la informació,1
informació -- sistemes d'emmagatzematge i recuperació,1
computer science - multimedia,1
alcohol,5
questionnaire,1
pregnancy,10
substances of abuse,1
drugs of abuse,2
prenatal exposure,2
fetus -- malalties,1
embaràs,1
obstetrics and gynaecology,9
reproductive medicine,2
biological matrices,2
direct methods,1
δ recycling,1
pfdm,1
electron diffraction tomography,1
feature articles,2
powder diffraction,1
s-fft,1
ab initio structure solution,1
s-tf,1
precession electron diffraction,1
cluster-based dm,1
gravitational lensing: weak,6
cosmology: theory,3
theory [cosmology],8
weak [gravitational lensing],5
clusters: general [galaxies],10
large-scale structure of universe,22
rb1-214,28
behavior-induced neuroplasticity,1
medicine (miscellaneous),49
pathology,36
cell proliferation,6
neuropeptide y,1
c-fos,1
anxiety,13
immunology and microbiology (miscellaneous) ,17
parvalbumin,1
environmental chemistry,7
editorial,5
multicellular host,1
holobiont,1
marine symbiosis,1
microbiome,7
plant-microbe symbiosis,1
submerged structures,1
actuadors,1
modal analysis,1
hydraulic turbines,1
pzt actuators,1
actuators,1
turbines hidràuliques,1
exciters,1
anthropology,12
protein network,2
biological pathway,2
r package,2
synergy,6
therapy,14
network,6
cell physiology,10
viral entry,2
secretory pathway,3
endocytosis,5
dna viruses,5
"lipids (amino acids, peptides, and proteins)",53
cell fusion,2
virions,2
herpes simplex virus,2
viral structure,4
herpesviruses,4
immunofluorescence,5
herpes simplex virus-1,1
chemical and pharmacologic phenomena,11
phenols,2
antioxidants,10
multivariate analysis,11
chemical reactions,5
fruits,6
analysis of variance,5
plants,24
crop science,7
ionization,1
lemons,1
citrus,3
principal component analysis,7
particle physics - phenomenology,15
hep-ph,8
dna,32
radioactive carbon dating,1
paleoclimatology,2
holocene epoch,1
paleobotany,2
culture,4
archaeology,13
archaeological dating,3
:matemàtiques i estadística::estadística aplicada [àrees temàtiques de la upc],2
mathematical statistics,3
àrees temàtiques de la upc::matemàtiques i estadística::estadística aplicada,2
estadística matemàtica,3
hydrocephalus,1
computational fluid dynamics,2
biomedical engineering,41
flow rate,1
radiological and ultrasound technology,6
shear stress,1
ventricular catheter,1
physics::medical physics,6
biomaterials,24
hole geometry,1
condensed matter - superconductivity,35
historical and cultural context,2
[math.math-ho]mathematics [math]/history and overview [math.ho],9
mathematical modelling,4
multidisciplinary approach,1
inquiry,2
[shs.edu]humanities and social sciences/education,11
ta401-492,1
bi-layer scaffold,1
bone substitute,1
bioactive glass,1
materials of engineering and construction. mechanics of materials,1
calcium phosphate glass,1
multinucleated giant cells,1
polylactic acid (pla),1
vascularization,1
bioactive composite,1
high-redshift [galaxies],4
galaxies: fundamental parameters,1
to be checked by faculty,1
fundamental parameters [galaxies],2
h1,1
accounting,7
arsenic trioxide,3
gene expression profile,1
hmox1,2
mmp-9,2
gv557-1198.995,1
sports,3
tinetti scale,1
risk of falls,1
motor balance involution,1
haemophilus influenzae (nthi),1
bacillus (bacteria),1
chronic obstructive pulmonary diseases,5
bacils,1
resveratrol,2
malalties pulmonars obstructives cròniques,4
gravity,3
nucleolus,2
[sdv.bv.bot]life sciences [q-bio]/vegetal biology/botanics,2
[ sdv.bv.bot ] life sciences [q-bio]/vegetal biology/botanics,2
ribosome biogenesis,2
multiple myeloma,4
mirna,8
:medicina básica [ciências médicas],3
genetic susceptibility,2
ús terapèutic,1
malalties rares,1
drugs,13
rheumatology,38
estudi de casos,8
adult-onset still's disease,1
case studies,8
rare diseases,2
anakinra,1
aosd,1
reumatologia,1
medicaments,6
6900,3
therapeutic use,1
antropología,1
biomedicina,2
semiótica,1
nk cell,2
cd3+cd56+cd8+ cells,1
postpartum,1
regulatory immune response,1
engineering(all),24
austenitic stainless steel,1
turning,2
pvd coating.,1
statistics - machine learning,8
computer science - learning,10
mitosi,3
regulació genètica,5
barcelona (catalonia : metropolitan area),1
freshwater environments,3
forms of dna,5
antimicrobial resistance,4
mobile genetic elements,1
barcelona (catalunya : àrea metropolitana),1
klebsiella oxytoca,1
klebsiella pneumoniae,2
microbial control,9
bodies of water,3
klebsiella,1
aquatic ecology,1
aquatic environments,5
ecologia aquàtica,2
genetic elements,1
rivers,1
bacterial pathogens,20
plasmids,1
virulence factors,7
bacteris,2
enterobacteriaceae,5
protein metabolism,2
cancer risk factors,4
muscles,4
biological tissue,18
muscle differentiation,2
aging and cancer,1
skeletal muscles,2
musculoskeletal system,21
organism development,6
metabolic processes,1
muscle tissue,5
42b35,1
42b25,3
42b30,1
galaxies: jets,2
bl lacertae objects: individual: s5 0716+714,1
active [galaxies],9
galaxies [gamma rays],3
individual: s5 0716+714 [bl lacertae objects],1
gamma rays: galaxies,2
115 astronomy and space science,6
jets [galaxies],3
ddc:520,9
computer networks and communications,20
electronic computers. computer science,6
qa75.5-76.95,6
ambient intelligence,2
semantic web,1
vagueness,1
uncertainty,1
hybrid systems,1
3d depth sensors,1
context awareness,1
fuzzy ontology,1
activity recognition,1
membrane transduction,1
neuronal signaling,1
nociception,3
channel gating,1
structure–function,1
transposons,5
mobile elements,4
structural variation,4
somatic mutation,6
physics.ins-det,4
time resolution,1
timing detectors,1
physics::instrumentation and detectors,15
atlas,2
[phys.phys.phys-ins-det]physics [physics]/physics [physics]/instrumentation and detectors [physics.ins-det],4
detectors and experimental techniques,7
pile-up,1
ionization: yield,1
semiconductor detector,1
spatial resolution,1
avalanche,1
si microstrip and pad detectors,1
solid state detectors,1
diagnostic accuracy study,2
4900,5
"methods: numerical, galaxies: evolution, galaxies: haloes, dark matter",1
organizational innovation,1
pilot implementation,1
program evaluation,3
complex interventions,2
implementation research,3
community health services,1
health promotion,8
qualitative research,6
civil and structural engineering,5
methods: data analysis,10
galaxies: clusters: individual: macs j0416.1−2403,1
sequence information,1
portion,1
moesm,2
2. target tlr genomic regions,1
bp,1
sscrofa 10.2 genome assembly,1
utr,2
short channel effects,1
radio-frequency,1
negative differential resistance,1
field effect transistor,1
quantum information theory,1
absolutely summing operators,1
bohnenblust–hille constants,1
"46g25, 47l22, 47h60",1
university level,1
study and research paths,1
research and study activities,1
[ shs.edu ] humanities and social sciences/education,10
mesoporous silica nanoparticles,1
cancer treatment,15
química inorgánica,3
materiales,7
passive targeting,1
active targeting,1
stimuli-responsive drug delivery,1
neutrino physics,6
beyond standard model,12
secondary metabolites,2
: lepidoptera,1
enterococcus sp.,1
metagenomics,2
lepidoptera,2
gut communities,1
reports,1
microtubule minus-end,1
mitosis,7
aurora-a kinase,1
mcrs1,1
chromosomal microtubules,1
k-fiber,1
aurora-a kinase; chromosomal microtubules; k-fiber; mcrs1; microtubule minus-end; mitosis; phosphorylation,1
phosphorylation,7
53a04,1
"42c05, 33c45, 33e30",4
shrubs,2
plant anatomy,9
trees,4
conifers,2
leaves,7
ecosystems,7
humanities,15
methods: numerical,4
cosmological parameters,5
cytoskeletal proteins,6
tgf-beta signaling cascade,2
integrins,2
cell adhesion,7
carcinomas,5
lung and intrathoracic tumors,1
cancers and neoplasms,28
contractile proteins,3
animal products,2
post-translational modification,7
actins,1
cellular structures and organelles,31
gelatin,1
extracellular matrix,9
cytogenetics,2
citogenètica,1
rna virus,6
potyvirus,9
affinity purification mass spectrometry,4
nuclear inclusion a protein,4
protein interaction network,6
host-virus systems biology,4
arabidopsis thaliana,13
mcl-1,3
idelalisib,3
risk reduction behavior,1
mass screening,2
validation studies,2
sensitivity and specificity,1
lifestyle,3
adipocyte,1
internal medicine,15
macrophage,4
rc31-1245,7
glycogen,3
atherosclerosis,17
rcan1,1
molecular medicine,83
hypercholesterolemia,3
algorithms,20
glioblastoma multiforme,4
magnetic resonance imaging,18
prototypes,1
computing methods,3
signal processing,26
radiology,4
magnetic resonance spectroscopy,1
diagnostic radiology,13
computer science,14
cancer detection and diagnosis,9
data acquisition,4
rc0321,6
neurological tumors,6
engineering,5
basic cancer research,9
mathematical computing,2
lipid signaling,1
r1,3
postnatal depression,1
delivery,1
epidural anesthesia,1
natural childbirth,1
caesarian,1
vascular medicine,19
bone marrow cells,2
cardiovascular anatomy,10
bone marrow transplantation,1
blood and lymphatic system procedures,2
micrornas,19
blood plasma,9
surgical and invasive medical procedures,20
non-coding rna,15
blood vessels,4
body fluids,25
blood,16
gene regulation,26
aorta,3
hgsoc,1
cgh,1
6q24.2–26 deletion,1
6q24.2?26 deletion,1
site-directed mutagenesis,2
analytical ultracentrifugation,1
dimer–tetramer equilibrium,1
x-ray crystal structure,1
recombinant diocleinae lectin,1
health status,2
china,1
long-term care,3
pension,1
social security system,1
subject,1
additional,10
xlsx 516  kb,1
mda,1
4598 cross-contigs,1
evaluation,14
unamp 1-derived viromes,1
amplification protocols,9
rpkm,2
bias,9
saliva viromes,3
saliva dna viruses table s 8. normalized abundances,1
metagenomic surveys,8
copy number profiling,3
semi-supervised learning,3
gene filtering,3
early stage lung cancer,3
23,1
37,1
indoor navigation,1
data fusion,2
locally-referenced lps,1
mobile robot,1
globally-referenced lps,1
ultrasonic local positioning systems,1
pax genes,2
tissues,4
mesencephalon,2
segmental organization,2
animal structures,34
diencephalon,2
brain evolution,2
immunohistochemistry,9
"62f12, 62m30, 60g60, 60g15",1
non-coding rnas,12
colon cancer,17
next generation sequencing,12
exosomes,20
tumor microenvironment,12
liquid biopsy,12
apoptosis‐inducing factor,1
apoptosis?inducing factor,1
electron?transfer protein,1
cardiomyocyte,2
electron‐transfer protein,1
connexin 43,1
meeting abstracts,1
"46g25, 30b50",1
mathematics::functional analysis,28
hyperspectral remote sensing,1
data compression,1
lossless,1
near-lossless and lossy compression,1
iasi instrument,1
gmm-ubm,1
speaker characterization,1
gmm–ubm,1
bioengineering,48
voice biometry,1
source-tract separation,1
bioengineering and biotechnology,6
voice processing,1
speaker recognition,2
calcium channel,1
scn9a,1
oxaliplatin neuropathy,1
qa,3
"60g60, 60g18, 60f99",1
multiple wiener–itô stochastic integrals,1
mathematics - spectral theory,2
hermite expansion,1
reduction theorems,1
series expansions,1
laguerre expansion,1
non-central limit results,1
r855-855.5,2
microencapsulation,2
lactobacillus plantarum,1
coaxial electrospraying,1
probiotic bacteria,1
medical technology,2
in vitro digestion,1
ontogenetic habitat shift,1
dna metabarcoding,1
predator–prey interactions,1
trophic requirements,1
landscape,2
computer science - systems and control,5
mathematics::representation theory,3
àrees temàtiques de la upc::matemàtiques i estadística::àlgebra,7
:matemàtiques i estadística::àlgebra [àrees temàtiques de la upc],6
modular curves,2
àlgebra,3
corbes modulars,4
secondary structure,3
polyproline ii,1
visualization,2
nmr,5
iup,1
short communication,11
intrinsically disordered proteins,1
ensembles,1
reviews,3
[sdv.spee]life sciences [q-bio]/santé publique et épidémiologie,2
[ sdv.spee ] life sciences [q-bio]/santé publique et épidémiologie,1
critical care and intensive care medicine,3
corpus annotation,1
english,1
spanish.,1
informationsystems_informationstorageandretrieval,7
corpus creation,1
calculation,1
kernel functions,2
paint,1
accuracy,3
normal distribution,3
covariance,2
entropy,5
crime,2
calibration,4
operator theory,1
algorithm,3
law and legal sciences,1
criminology,2
probability density,2
random variables,2
kernel method,1
mathematical analysis,1
forensics,1
clinical laboratory sciences,3
qb460,3
myosin light-chain,1
actomyosin oscillations,1
iberian birch,1
european beech,1
mixed forests,1
pedunculate oak,1
individual climatic sensitivity,1
qk900-989,1
tree size,1
forestry,6
molecules [ism],4
individual: grb140506a [gamma-ray burst],1
gamma-ray burst: individual: grb140506a,1
ism: abundances,7
extinction,4
ism: molecules,12
dust,4
abundances [ism],5
fine-tuning,2
gauge-mediated,1
gmsb,1
fosfatases,1
gene therapy,7
mkp1,1
cisplatí,2
e1a,1
adenovirus,2
adenoviruses,1
teràpia genètica,3
cisplatin,5
phosphatases,3
naringenin,1
streptomyces clavuligerus,1
química,6
secondary metabolism,4
applied microbiology and biotechnology,15
histidine/phenylalanine ammonium lyase,1
mesh: animals,2
mesh: male,1
endocannabinoids [mesh],1
feeding behavior [mesh],1
mesh: eating,1
psychological phenomena and processes,12
[sdv.aen]life sciences [q-bio]/food and nutrition,2
mesh: olfactory bulb,1
olfactory perception [mesh],1
"mesh: receptor, cannabinoid, cb1",1
"mesh: mice, inbred c57bl",1
feeding behaviour,1
[ sdv.aen ] life sciences [q-bio]/food and nutrition,1
"digestive, oral, and skin physiology",20
mesh: olfactory perception,1
"feedback, physiological [mesh]",1
male [mesh],1
olfactory bulb,4
mesh: feeding behavior,1
eating [mesh],1
cannabinoid receptor agonists [mesh],1
olfactory pathways [mesh],1
mesh: endocannabinoids,1
"mice, knockout [mesh]",1
"mice, inbred c57bl [mesh]",1
mesh: olfactory pathways,1
mesh: mice,1
animals [mesh],2
mesh: cannabinoid receptor agonists,1
"mesh: feedback, physiological",1
"mesh: mice, knockout",1
mice [mesh],1
synaptic transmission [mesh],1
mesh: synaptic transmission,1
"receptor, cannabinoid, cb1 [mesh]",1
olfactory bulb [mesh],1
stable boundary-layer,2
disturbances,2
field,3
density-current,2
flux,8
simulations,5
nonlinear sciences - pattern formation and solitons,18
nonlinear sciences::pattern formation and solitons,12
yeasts,4
saccharomyces,9
saccharomyces cerevisiae,14
upr,2
yeasts in foods,1
ethanol stress,2
"transcription, genetic",1
upr signaling pathways,1
energía eléctrica,5
galàxies,5
galaxies,6
kinematics and dynamics [galaxies],3
resonances,1
thick,1
àrees temàtiques de la upc::matemàtiques i estadística,21
orbital dynamics,1
milky,1
celestial mechanics,1
periodic orbits,1
3-dimensional bars,1
sistemes dinàmics diferenciables,5
:matemàtiques i estadística [àrees temàtiques de la upc],20
galaxies: kinematics and dynamics,4
clusters of stars,1
structure [galaxies],5
mecànica celest,1
building-blocks,1
3-body problem,1
cosmic infall,1
spiral galaxies,1
spiral [galaxies],3
cúmuls d'estels,1
differentiable dynamical systems,3
galaxies: spiral,3
instruments musicals,1
música -- informàtica,1
micròfons,1
co-infection,2
travel related,1
dengue,1
chikungunya,1
reoviruses,1
surveillance and outbreak report,1
reovirus,1
malalties víriques,2
imported,1
well-being,4
abbreviated programmes,1
mbi,1
mindfulness,2
mindfulness-based interventions,1
raman spectra,1
petrología,2
variscan granulites,1
xrd,1
graphite,1
carbon isotopes,1
ql1-991,5
hemidactylus saba species group,1
hemidactylus granosus heyden,1
arabia,2
"hemidactylus granosus heyden, 1827",1
red sea,1
gekkonidae,1
molecular phylogeny,1
1827,1
reptilia,1
hemidactylus ulii sp. n.,1
materials science(all),13
thin-film,1
effective medium approximation,1
nano express,6
modeling,6
fabry-pérot interferences,1
gold coating,1
reflectance spectroscopy,1
pore widening,2
rendimento,1
soccer,4
performance,7
mixed methods,3
rendimiento,1
fútbol,1
coaching,2
futebol,1
adenylate cyclase assay,1
cowpea,1
gene expression regulation,4
rhizobium,1
teacher knowledge,1
formación docente,1
dislexia,1
conocimiento de los maestros,1
teacher training,2
dyslexia,3
metalloproteinases,1
abdominal aortic aneurysm,1
vascular remodelling,1
histone deacetylases,1
phenotype,6
next-generation sequencing (ngs),1
dna fingerprinting,2
second-generation sequencing (sgs),1
third-generation sequencing (tgs),1
breeding,4
tumour necrosis factor (tnf?),1
sumo,1
tumour necrosis factor (tnfα),1
i?b?,1
polycomb,3
minireview,3
squamous cell carcinoma (scc),1
iκbα,1
biological oceanography,2
oceanography,12
c5 - econometric modeling,1
c32 - time-series models ; dynamic quantile regressions ; dynamic treatment effect models ; diffusion processes ; state space models,1
geodinámica,1
"hormones, hormone substitutes, and hormone antagonists",18
computational neuroscience,6
circuit models,2
coding mechanisms,2
simulation and modeling,11
qa75,3
nonlinear dynamics,3
glomeruli,1
olfactory system,1
olfactory receptor neurons,1
population modeling,2
porcine model,1
cell therapy,8
"biochemistry, genetics and molecular biology (miscellaneous)",8
igf-1,2
10202 biological mathematics,2
yield,2
alginate,3
pharmaceutical science,13
renal failure,1
drug delivery,6
cell microencapsulation,1
population characteristics,2
computer science - programming languages,6
computer science::programming languages,1
computer science::logic in computer science,3
computingmethodologies_symbolicandalgebraicmanipulation,7
toxicity,9
diarrheic toxin,1
drug discovery,43
okadaic acid,4
phosphatase inhibition,1
butylene succinate) copolymers,1
polímers -- biodegradació,3
thermal-degradation mechanism,1
lipase-catalyzed synthesis,1
aliphatic-aromatic copolyesters,1
poly(ester amide)s,1
scaffolds,2
biomedical applications,1
α-amino acid derivatives,1
alpha-amino-acids,1
biodegradability,1
solid-state modification,1
poly(alkylene dicarboxylate)s,1
naturally-occurring monosaccharides,1
poly(ether ester amide)s,1
step-growth polymerization,1
carbohydrate derivatives,1
bio-based polymers,1
:enginyeria química [àrees temàtiques de la upc],7
co-propylene succinate)s,1
polymers--biodegradation,2
alpha-amino acid derivatives,1
proyectos de ingenieria,1
qd241-441,3
solvatochromic studies,1
triarylmethane dyes,1
local adaptation,2
cross-fostering,1
natal habitat preference induction,1
ficedula hypoleuca,3
matching habitat choice,1
sympatric speciation,1
"matching habitat choice,",1
nonrandom dispersal,1
"nonrandom dispersal,",1
pied flycatcher,2
polymerization,1
biodegradable polymers,1
acid),1
ring-opening polymerization,1
polypeptides,2
block-copolymers,1
triblock copolymer,1
self-assembly properties,1
polymers,3
block copolymers,1
peptide,2
polimerització -- anàlisi,1
n-carboxyanhydrides,1
polyphenylalanine,1
self-assembly,3
polylactide,1
mpc,1
general computer science,6
process control,1
disturbance compensation,1
pid,1
feedforward control,1
"ii. protein sequence and structure, motifs and domains",1
methods online,2
nucleic acid conformation,1
polymorphism,5
s-nitrosylation,7
nitric oxide,20
s-nitrosothiol,1
efectos del estrés en plantas,1
radicales libres,1
oxígeno reactivo,1
opinion article,7
s-nitrosoglutathione,3
nitrosative stress,4
nitrosoglutathione reductase.,1
oxido nítrico,1
señalización celular vegetal,1
s-nitrosoglutatión (gsno),1
condensed matter::quantum gases,19
biomimetic systems | hot paper,1
bioelectrochemistry,1
immobilization,1
proton transport,1
fuzzy metric space;,1
matematica aplicada,16
metric;,1
fuzzy caristi’s multivalued mapping,1
infeccions per pneumococs,1
pediatric infections,3
ethnic epidemiology,2
pneumococcus,3
infectious diseases of the nervous system,2
salut pública,12
public health,25
infants,2
pneumococcal infections,1
meningitis,1
unitats de cures intensives,1
families,10
respiratory infections,8
intensive care units,3
streptococcus,3
pediatrics,13
sida -- tractament,4
immunodiscordant,1
cart,2
t‑cell subsets,1
t-cell subsets,1
immunosenescence,3
mathematics::k-theory and homology,9
mathematics::algebraic topology,4
"53c07, 58c50, 81t13",1
aneurysm,1
mmp activity,1
tweak,2
fn14,1
jump-diffusion process,1
common values,1
experimentation,1
anesthesiology and pain medicine,6
stomatognathic diseases,22
"employment polarisation, job tasks, routinisation, business cycle",1
jel:j62,4
jel:j24,9
jel:o33,3
11m50,1
mathematics::commutative algebra,18
caregiver,1
telephone,1
psychotherapy,1
prevention,11
carbohydrate metabolism,2
ribosomal rna,6
chronic obstructive pulmonary disease,7
steatohepatitis,1
alzheimer disease,8
glutathione,6
cholasteral,1
alzheimer disease.,1
mitochondrail,1
reactive oxygen species,8
alzheimier disease,1
j18,1
c23,3
difference-in-difference,2
policy evaluation,2
family friendly policies,1
family-friendly policies,1
j16,9
slc18a1,1
slc6a3,1
"network formation, unilateral link-formation, bilateral link-formation, cost-sharing, efficiency, stability",1
cost-sharing,1
:matemàtiques i estadística::anàlisi numèrica::mètodes numèrics [àrees temàtiques de la upc],2
:65 numerical analysis::65l ordinary differential equations [classificació ams],1
anàlisi numèrica,2
amino acid analysis,3
dna cloning,2
phylogenetic analysis,12
transfer rna,6
genome analysis,25
anfibios,1
phylogenetics,13
evolutionary systematics,12
sequence assembly tools,1
next-generation sequencing,10
shotgun sequencing,2
transcriptome analysis,5
plant biotechnology,4
genetically modified plants,2
transcription factors,13
regulatory proteins,6
snapdragons,1
flowering plants,3
biosynthesis,8
antirrhinum majus,1
dna-binding proteins,12
genetic engineering,2
plant and algal models,6
nicotiana,2
genetically modified organisms,2
hypoxia,11
free radicals,1
diseases,4
diets,1
oxygen,5
diabetes,11
adn,7
uv-a,1
corneal melting,1
ophthalmology,18
infectious keratitis,1
collagen cross linking,1
multilevel analysis,2
ex post facto study,2
análisis multinivel,1
depressed mood,1
inteligencia emocional,1
adolescence,10
estudio ex post facto,2
emotional intelligence,11
estado de ánimo deprimido,1
adolescencia,5
nonlinear sciences - exactly solvable and integrable systems,14
mathematics::analysis of pdes,17
nonlinear sciences::exactly solvable and integrable systems,14
mathematics - rings and algebras,6
mathematics::group theory,3
"16u60, 16s34, 20c05, 20c10",1
mathematics - representation theory,4
salinity,2
nitrogen,5
trichodesmium,1
global,1
nutrients,1
diazotrophy,1
ocean,1
"microfluidics, tumor on a chip, 3d models, endothelium, drug delivery",1
supramolecular,2
aluminophosphate,2
fluorine,1
metalicidade,1
galaxies dwarf,1
galáxias ativas,5
general [globular clusters],2
dwarf [galaxies],5
galaxies: dwarf,1
aglomerados globulares,2
globular clusters: general,1
globular clusters general,1
political science and international relations,4
"tetrakis(mu-2-(((1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1h-pyrazol-4-yl)imino)methyl)-6-methoxyphenolato)-bis(mu-methoxo)-tetra-copper diperchlorate methanol unknown solvate",1
formacao de estrelas,3
galaxies: interactions,2
pequena nuvem de magalhães,1
magellanic clouds,1
interactions [galaxies],1
mapeamentos astronômicos,1
"(r)-4-((2-bromophenyl)(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)methyl)-2,6-di-t-butylphenol",1
mental health,37
diversity,3
selection signals,1
candidate genes,2
selective sweep,2
domestication,11
cattle,6
breeds,1
disease prevention,1
phenolic compounds,2
mechanism of action,1
cell-based,1
ercc1,1
tumor markers,4
single nucleotide polymorphism,3
spanish cohort,1
factors de risc en les malalties,6
openarray,1
genetic polymorphisms,11
marcadors tumorals,2
atm,2
risk factors in diseases,6
polimorfisme genètic,8
reparació de l'adn,4
"demand for news, electoral turnout, group-rule utilitarianism, media bias.",1
jel:l82,2
jel:d72,13
host-range determinants,1
virus fitness components,1
bayesian phylogenetic methods,1
virus evolution,9
molecular evolution,6
global games; risk-aversion; heterogeneous agents; risk-sharing; financial crises; strategic risk,1
liver metastasis,1
epidermal growth factor receptor (egfr),1
egfr tyrosin-kinase inhibitors,1
human medicine,2
mathematics (miscellaneous),10
cocaine,5
adults,4
mental health and psychiatry,17
biological locomotion,4
adolescents,9
mood disorders,4
alkaloids,4
behavioral pharmacology,5
recreational drug use,5
correction,16
promastigotes,3
leishmania,11
protozoan life cycles,3
neglected tropical diseases,13
protozoology,4
protozoan infections,6
amastigotes,2
zoonoses,6
leishmaniasis,6
leishmania infantum,9
rc955-962,25
life cycles,6
arctic medicine. tropical medicine,25
dlk1-dio3 cluster,1
epigenetic,3
transcriptional regulation,2
copd,3
:05 combinatorics::05b designs and configurations [classificació ams],1
integer linear programming,1
strategy and management,6
districting,1
management of technology and innovation,3
management science and operations research,3
:matemàtiques i estadística::matemàtica discreta::combinatòria [àrees temàtiques de la upc],1
àrees temàtiques de la upc::matemàtiques i estadística::matemàtica discreta::combinatòria,1
business and international management,6
combinatorial optimization,1
combinatorial analysis,1
configuracions i dissenys combinatoris,1
arc services,1
classificació ams::05 combinatorics::05b designs and configurations,1
information systems and management,5
log-concave functions,1
rogers-shephard inequality,1
geometric inequalities,1
"52a20 (primary), 39b62, 46n10 (secondary)",1
convolution body,1
heat,2
sublethal injury,1
inactivation,1
non-linear non-gaussian state-space model,1
particle filter,1
maximum likelihood estimation,2
quantitative finance - general finance,3
stochastic leverage,1
random-walk time-varying parameter,1
random surfaces,1
condensed matter - soft condensed matter,15
order,2
condensed matter - disordered systems and neural networks,13
ultracentrifugation,1
"[sdv.bbm.bs]life sciences [q-bio]/biochemistry, molecular biology/biomolecules [q-bio.bm]",3
reproducibility of results,1
bcs,1
"[ sdv.bbm.bs ] life sciences [q-bio]/biochemistry, molecular biology/biomolecules [q-bio.bm]",2
genomic introgression,8
speciation,14
adaptive traits,8
membranas vegetales,1
aclimatación de las plantas,1
fotosíntesis,1
canales iónicos,1
efectos del estres,1
efectos de la luz,1
estrés medioambiental,1
transporte biológico,1
nagumo; path planning; navigation; exploration; voronoi diagram; laser range sensor; sonar sensor; turing instability,1
reaction diffusion; fitzhugh,1
vih (virus),4
androgens,2
lysosomes,6
autophagic cell death,4
prostate diseases,2
small interfering rnas,5
genitourinary tract tumors,3
urology,8
clonal complex,2
endovascular complications,1
staphylococcus aureus,5
restorativeness,1
shorter version,1
perceived restorativeness scale,1
urban spaces,1
discrimination,1
[info.info-wb]computer science [cs]/web,1
[info.info-ai]computer science [cs]/artificial intelligence [cs.ai],7
sentiment analysis,1
[ info.info-cl ] computer science [cs]/computation and language [cs.cl],2
[ info.info-wb ] computer science [cs]/web,1
[info.info-cl]computer science [cs]/computation and language [cs.cl],3
[ shs.langue ] humanities and social sciences/linguistics,2
sentiment analysis; twitter; irony; nlp,1
[shs.langue]humanities and social sciences/linguistics,3
[info.info-tt]computer science [cs]/document and text processing,3
[ info.info-tt ] computer science [cs]/document and text processing,3
[ info.info-ai ] computer science [cs]/artificial intelligence [cs.ai],5
social media,1
global warming,3
stock growth uncertainty,1
"european sardine fishery,",1
"global warming, stock growth uncertainty, european sardine fishery,",1
[phys.astr.he]physics [physics]/astrophysics [astro-ph]/high energy astrophysical phenomena [astro-ph.he],2
[ phys.astr.he ] physics [physics]/astrophysics [astro-ph]/high energy astrophysical phenomena [astro-ph.he],1
ligands,1
heteromer,1
mammalian receptor,1
dimerization,1
gpcr,1
g proteins,1
signal transduction taste receptor,1
dopamine receptor,1
proteïnes g,1
farmacologia,1
homodimer,1
thrombin,1
pharmaceutics,8
hemostasis,3
platelet activation,1
platelet aggregation,1
drug therapy,8
blood coagulation,3
antiplatelet therapy,1
fibrin,2
"53c23, 53c24",1
emotions,11
behavioral and social aspects of health,2
psychological stress,1
suicide,2
psychometrics,10
happiness,5
salinity stress.,1
ascorbate peroxidase,1
peroxynitrite,5
nitration,3
reactive nitrogen species,5
health services administration,4
proteïnes citosquelètiques,1
ykt6,1
mir-135b,1
mir-134,1
micro rnas,7
geographic locations,3
f-contraction,1
property p,1
common fixed point,1
property q,1
f−contraction,1
knockout mice,2
inflammation-associated cancer,1
p38?,1
integumentary system,21
p38δ,1
p38γ,1
[ math.math-ho ] mathematics [math]/history and overview [math.ho],8
mathematical knowledge,1
mathematical instruction,1
inquiry learning,1
computingmilieux_computersandeducation,10
onto-semiotic approach,2
knowledge transmission,1
discrete mathematics and combinatorics,14
"42b20, 42b25, 46e30",1
sendai virus,2
reprogramming,2
lineage-conversion,1
induced pluripotent stem cells (ipscs),1
trans-differentiation,1
modified mrna (modrna),1
factor of club cells,1
bronchial epithelium,1
oxygen-sensing,1
hifs,1
i.2.m,1
68-06,1
computer science - computers and society,2
association studies articles,1
qh540-549.5,8
qh501-531,4
life,4
radio continuum: general,1
astrometria,1
bl lacertae objects: general,1
astrometry,1
techniques: interferometric,2
controlled release,5
tumor initiating cells,2
microspheres,2
bone morphogenetic protein,2
[ info.info-it ] computer science [cs]/information theory [cs.it],2
gröbner basis,1
[ math.math-ag ] mathematics [math]/algebraic geometry [math.ag],5
linear code,1
[math.math-ag]mathematics [math]/algebraic geometry [math.ag],5
[math.math-it]mathematics [math]/information theory [math.it],2
[ math.math-it ] mathematics [math]/information theory [math.it],2
[info.info-it]computer science [cs]/information theory [cs.it],2
gröbner fan,1
rational design of panels,3
cancer driver genes,3
anti-cancer drug response biomarkers,3
tumor early detection,3
cancer panels,3
drug profiling of tumor cohorts,3
panels cost-effectiveness,3
health inequalities,2
socioeconomic characteristics,1
economic recession,1
hypothesis and theory,3
epidemiological patterns,1
disease induction vs. transmission in amyloid,1
etiology of conformational protein deposits,1
templating underlying risk/progression,1
multidisciplinary research overlaps,1
