,Counter
"primary 14t05, secondary 32h30, 30d35",1
multidimensional symbolic dynamics,2
quasi-periodicity,2
[info.info-oh]computer science [cs]/other [cs.oh],5
tilings,2
computer science::other,5
f.1.1,9
plant cell biology,4
plant biochemistry,3
macromolecular structure analysis,8
globular proteins,2
astronomia,2
general [gamma-ray burst],1
astrofísica,7
60102 bioinformatics,2
nutritional and metabolic diseases,28
participation,5
catchment,1
ingenieria hidraulica,1
river-basin,1
g,6
water-resources management,1
geography. anthropology. recreation,6
td1-1066,6
resolution,2
multiobjective optimization,2
support-system,1
environmental technology. sanitary engineering,6
multicriteria analysis,1
ecosystem services,1
methodology,8
listeria-monocytogenes,2
oral consumption,4
pili,4
lactic-acid bacteria,7
cell-surface,3
plantarum,2
intestinal mucus,2
mucin,2
tumor progression,1
er positive,1
znf703,1
cancer biology,1
luminal tumors,1
8p12-p11 amplification,1
cancer and oncology,3
phenotype–genotype correlation,1
postglacial fish,1
vdp::matematikk og naturvitenskap: 400::zoologiske og botaniske fag: 480::økologi: 488,3
gill raker,1
phenotype – genotype correlation,1
reproductive isolation,3
vdp::mathematics and natural science: 400::zoology and botany: 480::ecology: 488,3
coregonus lavaretus,1
vdp::matematikk og naturvitenskap: 400::zoologiske og botaniske fag: 480::limnologi: 498,1
vdp::mathematics and natural science: 400::zoology and botany: 480::limnology: 498,1
computer science - computer vision and pattern recognition,16
mesh: leisure activities,2
mesh: europe,5
working population,2
sedentary lifestyle [mesh],1
mesh: sedentary lifestyle,1
leisure activities [mesh],1
employment [mesh],3
cross-sectional studies [mesh],4
europe [mesh],5
mesh: cross-sectional studies,5
regression analysis [mesh],1
workplace [mesh],2
prevalence [mesh],1
occupational diseases [mesh],3
mesh: employment,4
prospective studies [mesh],3
risk factors [mesh],4
epidémiologie,1
mesh: regression analysis,1
"stress, psychological [mesh]",4
exercise [mesh],2
"mesh: stress, psychological",4
adult [mesh],10
mesh: prevalence,1
psychosocial factors,4
mesh: exercise,2
mesh: workplace,2
"[sdv.sa.sf] life sciences/agricultural sciences/silviculture, forestry",1
"[sdv.sa.sf]life sciences [q-bio]/agricultural sciences/silviculture, forestry",4
software,46
computer science - social and information networks,20
strong triadic closure,1
social network analysis,1
network inference,1
approximation algorithms,2
computer and information sciences,12
salience,1
follow-up,8
identity domains,1
identity development,1
overall identity,1
identity status,1
middle-age,1
congruence,1
indoor air quality,3
212 civil and construction engineering,10
moisture damage,2
mycobiota,2
ventilation,4
positive pressure,1
indoor air questionnaire,2
"health, toxicology and mutagenesis",17
industrial medicine. industrial hygiene,2
rc963-969,2
"preventive medicine, public health, sports medicine",1
sports medicine,4
1736,4
1724,14
rc109-216,11
infectious and parasitic diseases,11
phenotype,4
meta-analysis as topic,2
genotype,7
genome-wide association study,14
"polymorphism, single nucleotide",11
genetic predisposition to disease,8
metabolic syndrome x,2
mitochondrial proteins,1
mitochondrial membranes,1
mitochondria,12
protein binding,5
adenosine triphosphatases,2
biological transport,1
gene knockdown techniques,1
cholesterol,9
cell line,1
muscle proteins,1
"dna, mitochondrial",1
psychiatric,1
psychosocial epidemiology,1
occupational stress,1
mental health di,1
workplace,7
meg,7
auditory cortex,5
synchronization,2
dual recording,1
magnetoencephalography,14
leerstoelgroep biosystematiek,1
computer science::information theory,59
triple-negative breast cancer,2
copy number variation,1
cyp2c19,1
computer science - computer science and game theory,1
methodology article,11
"30l10, 53c23, 49q15",1
arts and humanities (miscellaneous),14
acoustics and ultrasonics,12
c854,1
c820,1
b620,1
nucleic acid enzymes,5
rb1-214,4
immunology and microbiology (miscellaneous) ,2
pathology,6
"congenital, hereditary, and neonatal diseases and abnormalities",7
"primary: 35k61, secondary: 35b30, 35b51, 35d40, 35k92",1
bio,1
aquatic science,23
population characteristics,7
ecl,2
geographic locations,8
ambiguity,2
boolean grammars,5
parsing,3
conjunctive grammars,5
acm : f.: theory of computation/f.4: mathematical logic and formal languages/f.4.1: mathematical logic/f.4.1.0: computability theory,1
[ math.math-ds ] mathematics [math]/dynamical systems [math.ds],2
[math.math-gr]mathematics [math]/group theory [math.gr],3
[ math.math-gr ] mathematics [math]/group theory [math.gr],1
mathematics - group theory,10
acm: f.: theory of computation/f.4: mathematical logic and formal languages/f.4.3: formal languages/f.4.3.3: decision problems,1
[ info.info-cc ] computer science [cs]/computational complexity [cs.cc],1
[math.math-ds]mathematics [math]/dynamical systems [math.ds],2
mathematics::group theory,2
acm: f.: theory of computation/f.4: mathematical logic and formal languages/f.4.1: mathematical logic/f.4.1.0: computability theory,1
acm : f.: theory of computation/f.4: mathematical logic and formal languages/f.4.3: formal languages/f.4.3.3: decision problems,1
[info.info-cc]computer science [cs]/computational complexity [cs.cc],1
additional,1
regulation module trans eqtls,1
interaction map,1
xlsx 258 kb,1
metabolite,2
gene networks,2
8.,1
neurophysiology and neuropsychology,9
qp351-495,9
mathematicsofcomputing_discretemathematics,10
"adult, dental care, employment, female, finland, health care surveys, health services, health services needs and demand, humans, insurance coverage, male, middle aged, occupational health services, odds ratio, office visits, outpatient clinics, hospital, patient acceptance of health care, primary health care, private practice, regression analysis",1
fis/03 - fisica della materia,1
molecular diagnostics,5
aurora b,1
erk1/2,1
mir-378a-5p,1
mitosis,3
chromosome instability,1
pattern matching,1
alphabet sampling,1
semi-indexes,1
aoa,1
aob,1
nitrification,1
nirk,2
community composition,3
nosz,2
denitrification,2
nirs,2
astro-ph.he,5
gamma rays,4
púlsars,1
crab nebula,1
pulsar wind nebulae,1
telescopes,1
ddc:530,5
telescopis,1
raigs gamma,4
imaging atmospheric cherenkov telescopes,1
magic telescopes,1
very high energy gamma rays,1
pulsars,1
p1,1
language acquisition,2
artificial grammar learning,1
specific language impairment,1
rj101,1
child behavior,1
(nonverbal) short-term memory,1
developmental language disorder,1
child temperament,1
study protocol,10
event-related potentials,4
clinical eeg,1
sequential bilingualism,1
steroid hormone,1
testosterone,2
phage display,1
avidin scaffold,1
tp248.13-248.65,20
succinct data structures,1
wavelet trees,1
gap encoding,1
position-restricted substring searching,1
substring rank and select,1
compressed data structures,1
range searching,1
chemical surface modification,1
thymol,1
biogenic silica,1
biological activity,1
modificação química de superfície,1
nanobiocida,1
funcionalização de nanopartículas,1
liberação lenta,1
biocides,1
biocide delivery system,1
supraestrutura fractal,1
material nanoporoso,1
natural biocide,1
mesoporous silica,3
sistema de liberação de biocida,1
nanotecnologia,1
atividade biológica,1
functionalization of nanoparticles,1
nanoporous material,1
sílica biogênica,1
timol,1
biocida natural,1
220 industrial biotechnology,7
sílica mesoporosa,1
fractal supra structure,1
slow release,1
nanobiocides,1
sirna,1
data in brief,2
acgh,1
her2 positive breast cancer,1
drug treatment,1
lysate microarrays,1
data compression,1
indexing,1
random-access reading,1
string algorithms,2
kernelization,1
approximate pattern matching,1
bioengineering and biotechnology,3
histology,8
indexes,1
computingmethodologies_patternrecognition,21
mini review,4
residential area,1
insomnia-related symptoms,1
household income,1
sleep duration,1
employment status,1
marital status,4
parental status,1
life course,2
self-perceived health,1
botany,10
qk1-989,8
bacterial cytokine-binding proteins,1
virulence factor,2
human pathogens,1
mikroelektordihila,1
developing neuronal networks,1
methods article,2
quantitative biology::neurons and cognition,8
solut,1
mea,1
purskeanalyysi,1
toimintapotentiaalipurskeet,1
hescs,1
ihmisalkion kantasolu,1
action potential bursts,1
312,2
toimintapotentiaaliryhmät,1
burst analysis,1
spike trains,1
kehittyvät hermoverkot,1
human embryonic stem cells,2
computer science - numerical analysis,5
"35kxx, 65m60, 65m70, 65m15, 65k10",1
rank probability,1
euro data set,1
cleavage fracture,1
binomial probability,1
statistical analysis,1
master curve,1
multiple case study,1
reb,3
urban studies,1
environmental considerations,1
520 other social sciences,6
"tourism, leisure and hospitality management",2
222 other engineering and technologies,5
real estate business,2
central business district development,1
urban regeneration,1
513 law,4
diameter variations,1
frost damage,1
cold acclimation,1
electrolyte leakage,1
"biodiversity, forestry extension, forest management recommendations, non-industrial private forest owners, retention trees, agribusiness, land economics/use,",1
rj,1
ra,1
nanoporous polymer,1
films,4
channels,2
separation,3
mesoporous materials,2
polymeric materials,1
metal,1
mesostructures,2
organized honeycomb morphology,2
hypersaline.,1
halophilic archaea,2
antimicrobial substances,1
halophilic bacteria,1
halocins,1
barley malt and flour,1
wheat aleurone,1
propionibacterium freudenreichii,3
vitamin b12,2
fermentation,2
"social & behavioral sciences, psychology",1
neurosciences & behavior,1
"sciences sociales & comportementales, psychologie",1
neurosciences & comportement,1
diagnosis,6
structural change,1
employment,3
economic recession,1
metallization,2
surface science,1
photoemission,1
hydrogen,1
density functional theory,4
zno,1
impurities,1
ultracold gases,4
hubbard model,3
tight-binding approximation,1
tan contact,2
gene regulation,16
"ismb 2016 proceedings july 8 to july 12, 2016, orlando, florida",2
perceived exertion,1
electromyography,3
cleaner,1
muscle activity,1
floor mopping,1
shoulder,1
"42b20, 42b35, 47a30",1
mental health/mood disorders,3
diabetes and endocrinology/type 2 diabetes,2
key agreement,1
internet of things,2
smart home,1
anonymity,1
unlinkability,1
oceanography,26
116 chemical sciences,11
sulfur deprivation,1
o2 photoreduction,1
chlamydomonas reinhardtii,1
regular papers,1
alternative electron transport,2
flavodiiron proteins,2
[phys.phys.phys-ins-det]physics [physics]/physics [physics]/instrumentation and detectors [physics.ins-det],2
computerapplications_computersinothersystems,6
molecular dynamics,4
insterstellar medium,1
instability,2
mhd,1
dynamo,8
ubiquinone,1
genetic screen,1
cdnf,3
health care economics and organizations,10
jel:j61,3
phenolog,1
visualization,3
genome-wide,1
omics,3
ortholog,1
model organism,3
association,3
cold inhibition,1
phenology,2
norway spruce,4
scots pine,3
frost tolerance,1
climate change,17
general decision sciences,2
veterinary science,6
animal behavior,11
behavioral ecology,4
ornithology,4
agriculture,13
animal management,4
empathy,4
liking,3
beauty,1
music-induced emotion,1
being moved,3
sad music,1
high energy physics::theory,21
quantitative biology::subcellular processes,7
behavioral genetics,1
follow-up studies,2
educational status,1
statistics::computation,12
statistics::methodology,5
shg,1
laser,1
nanowire,2
genome-wide association studies (gwas),2
root and butt rot,2
heterobasidion,2
exome resequencing,2
single-nucleotide polymorphism (snp),2
driving,2
eye tracking,3
observational instruments,1
gaze coding,1
eye movements,8
expertise,1
naturalistic tasks,1
fixation classification,1
pneumonia,2
hospitalization,2
register linkage,3
risk factor,1
photobiophysics,3
nonsense mutation,1
chromosome structure and function,1
chromosomes,1
telomeres,2
leiomyosarcoma,1
insertion mutation,1
phenotypes,2
chromosome biology,6
sarcomas,1
frameshift mutation,1
botrytis cinerea,9
pectobacterium carotovorum,9
defense induction,9
growth inhibition,9
oligogalacturonides,9
trimers,9
disease resistance,9
plant signaling,9
og,9
transcriptomics,18
arabidopsis thaliana,17
celiac-disease,1
galactosidase,1
microbial ecology,15
phylogenetics,5
evolutionary systematics,5
human gut microbiome,1
gastroenterology and hepatology,7
inflammatory-bowel-disease,1
enterotypes,1
microarrays,12
medical microbiology,16
crohns-disease,2
blood-group antigens,1
mucosa,1
systems biology,16
transcriptomes,5
immunologic subspecialties,1
genome analysis tools,10
cellular types,25
antigen-presenting cells,1
cell death,11
materials science,16
immunotoxicology,2
immune cells,13
nanomaterials,1
jurkat cells,1
pulmonary immunology,1
"h.5.2. [information interfaces and presentation]: auditory (non-speech) feedback, voice i/o.",1
"mobile computing, mobile audio programming, sound, sonic interaction design, sound and music computing,",1
matematik,2
multiobjective optimization; multiple criteria decision making; pareto optimality; interactive decision making; interpolation; delaunay triangulation,1
mathematicsofcomputing_numericalanalysis,8
"multiobjective optimization, multiple criteria decision making, pareto optimality, interactive decision making, interpolation, delaunay triangulation,",1
management science and operations research,5
bacteriology,12
ecosystem modeling,2
biostatistics,11
coastal ecology,9
ecosystem functioning,5
marine environments,3
bacterial taxonomy,2
spatial and landscape ecology,4
statistics,14
genetics and genomics/disease models,2
genetics and genomics/animal genetics,1
transcription factors,9
grainyhead,1
glucose-tolerance,1
genetics and genomics/medical genetics,2
insulin sensitivity,2
mutations,3
human hypertension,1
cardiovascular disorders/hypertension,1
genetics and genomics/complex traits,3
aldosteronism,1
epithelial sodium-channel,1
diabetes and endocrinology/adrenal cortex,1
glycobiology and extracellular matrices,1
[info.info-oh] computer science/other,3
"2-(1,3-benzoxazol-2-yl)-1-(4-methylphenyl)vinyl 4-methylbenzoate",1
bacterial physiology,3
continuous cultures,1
clostridium botulinum,1
pathology and laboratory medicine,16
gut bacteria,3
bacterial sporulation,1
classical mechanics,2
mechanical stress,1
cell processes,10
heat shock response,2
toxic agents,2
cell culturing techniques,1
biological cultures,8
toxins,1
thermal stresses,1
plumage; great tit populations; feather structure,1
mesh:feathers,1
skin,3
skin anatomy,1
evolutionary ecology,11
ecophysiology,10
mesh:sweden,1
mesh:environment,1
mesh:animals,1
mesh:songbirds,1
mesh:finland,1
non-linear trajectory model,1
group divergence,1
hierarchical regression,1
r5-920,15
medicine (general),15
accelerated longitudinal design,1
health informatics,12
piecewise model,1
cohort effect,1
skeletal muscle and exercise,1
microbiological laboratory,6
microbiologie,6
laboratorium voor microbiologie,6
vlag,6
lipids,19
vascular medicine,8
phospholipids,3
macrophages,4
white blood cells,8
blood plasma,1
blood cells,9
animal cells,16
body fluids,6
blood,7
cardiology,4
coronary heart disease,3
computingmilieux_computersandeducation,6
computersystemsorganization_computer-communicationnetworks,13
computer science - other computer science,2
acetylcholine receptor,1
nicotine,1
acetylcholine,1
sensory neurons,2
mast cells,2
meninges,1
nervous system diseases,7
transmitter release,1
neuromuscular junction,2
synaptic transmission,1
amyotrophic lateral sclerosis,2
gcsf,1
nonlinear sciences - cellular automata and lattice gases,3
qa1-939,12
animal performance,1
animal welfare,1
visual system,9
animal cognition,3
motor systems,4
non-gaussianity,1
history and philosophy of science,2
structural vector autoregressive model,1
economics and econometrics,17
impulse responses,1
gram-positive bacteria,6
human gastrointestinal-tract,2
lactococcus-lactis,4
streptococcus-thermophilus,3
johnsonii strain ncc533,2
in-vitro,5
sortase-dependent proteins,2
enterococcus-faecalis,2
subsp cremoris mg1363,2
lactobacillus-rhamnosus gg,2
evolutionary processes,7
evolutionary genetics,4
enzyme,3
peptidoglycan,3
bl23,2
reveals,3
functional-analysis,4
general - x-rays,1
neutron - pulsars,1
binaries,2
scattering - stars,1
broad-band,1
mirrors,1
metamaterials,1
band anomalous reflection,1
wide-angle,1
gradient metasurfaces,1
light,4
gratings,1
pharmaceutical science,14
pharmacy and materia medica,3
rs1-441,3
3’ untranslated region,1
c2c12 cells,1
brain-derived neurotrophic factor,2
tristetraprolin,1
"53c23 (primary), 28a33, 49q20 (secondary)",3
maturation,4
cross-linking,3
finite element,1
collagen,10
stickleback morphotypes,1
ecological speciation,4
adaptive radiation,1
diplostomum,1
host-parasite interactions,1
habitat specialization,1
1181,8
deep learning,2
transfer learning,1
face aging,1
face synthesis,1
gan,1
niemann-pick type c disease,1
tf-cholesterol,1
polycyclic compounds,15
cholesterol accumulation,1
niemann–pick type c disease,1
bodipy-cholesterol,1
lipid imaging,1
"35j25, 30c75",1
computingmethodologies_imageprocessingandcomputervision,20
"ppar, peroxisome-proliferator-activated receptor",1
insulin signalling,2
vldl,1
"ccd, coiled coil domain",1
"shrna, small hairpin rna",1
"pl, phospholipid",1
"glut2, glucose transporter 2",1
"pi3k, phosphoinositide 3-kinase",1
"tag, triacylglycerol",1
hypolipidaemia,1
"ir, insulin receptor",1
"nefa, non-esterified fatty acid",1
"pepck, phosphoenolpyruvate carboxykinase",1
angptl3 silencing,1
"ihh, immortalized human hepatocyte",1
"hdl, high-density lipoprotein",1
"trb3, tribbles homologue 3",1
s4,1
liver,5
"angptl, angiopoietin-like protein",1
"pgc1α, peroxisome proliferator-activated receptor γ co-activator 1-α",1
"irs, insulin receptor substrate",1
original paper,8
"ldl, low-density lipoprotein",1
"qpcr, quantitative pcr",1
"fhbl2, familial combined hypolipidaemia",1
"lpl, lipoprotein lipase",1
rosiglitazone,1
"vldl, very-low-density lipoprotein",1
neurons,4
ion channels,4
cellular neuroscience,4
inflammatory markers,1
"or, odds ratio",2
c-reactive protein,1
"tnf?, tumour necrosis factor alpha",1
longitudinal study,5
"nfbc, northern finland birth cohort",1
systemic inflammation,1
"icd-10, international classification of diseases, 10th revision",1
"cdc, centers for disease control and prevention",1
"alspac, avon longitudinal study of parents and children",1
"aha, american heart association",1
"napls, north american prodrome longitudinal study",1
full-length article,1
"fhdr, finnish hospital discharge register",1
"tnfα, tumour necrosis factor alpha",1
adolescent,5
psychotic disorders,2
"crp, c-reactive protein",1
simplicial partition,1
finite element method,3
discrete maximum principle,1
angle condition,1
reaction–diffusion problem,1
maximum principle,1
stieltjes matrix,1
ga101-1776,1
gf1-900,1
human ecology. anthropogeography,1
geography (general),3
cartography,5
g1-922,3
systematic reviews,2
systematic review,3
microbial control,5
plant pathogens,3
plant-environment interactions,5
plant microbiology,2
plant pathology,4
rna synthesis,3
rna,15
cellular structures,4
protein abundance,2
nucleolus,2
[ math.math-cv ] mathematics [math]/complex variables [math.cv],1
[math.math-cv]mathematics [math]/complex variables [math.cv],1
personality,9
adjustment (psychology),3
nmr structure,2
bacillus subtilis,1
peptidyl-prolyl isomerase,1
binding site,1
galaxies: clusters: general,2
weak [gravitational lensing],1
clusters: general [galaxies],2
gravitational lensing: weak,1
dark matter,1
clinical trial,2
c3,2
two-part model,1
confounders,1
i1,1
predictive margins,1
"clinical trial, cost-effectiveness analysis, confounders, predictive margins, two-part model, bayesian inference,",1
cost-effectiveness analysis,2
c1,1
bayesian inference,2
microrna,6
chondrogenesis,2
osteogenesis,1
marrow stromal cells,1
"62h05, 62h10",1
tqsw,1
hb,1
water supply,1
rn,1
kenya,1
review article,24
spintronics,1
magnetism,3
field sensor,1
ideal cardiovascular health,1
pulse wave velocity,1
[ chim ] chemical sciences,3
petrology,3
qe500-639.5,3
palaeontology,9
soil science,16
stratigraphy,5
dynamic and structural geology,3
qe640-699,3
qe420-499,3
u2-type introns,3
expression analysis,3
intron retention,3
bioconductor,3
u12-type introns,3
lipid metabolism,8
clinical trials,3
fatty acids,7
lipid classes,1
cardiovascular,11
metabolism,35
speech translation,1
test evaluation,2
bone and joint mechanics,1
[math.math-gt]mathematics [math]/geometric topology [math.gt],1
[ math.math-gt ] mathematics [math]/geometric topology [math.gt],1
mathematics - geometric topology,8
magnetoencephalography (meg),1
auditory attention,1
auditory scene analysis,1
otorhinolaryngologic diseases,16
auditory cortex (ac),1
fmri bold,1
thioredoxins.,1
adp-glucose pyrophosphorylase,1
ros,6
starch,3
"ethyl 2,7-bis{[(4-nitrophenyl)carbamoyl]amino}octahydronaphthalene-4a(2h)-carboxylate methanol solvate hydrate",1
experimental evolution,4
reaction norm,3
tolerance curve,2
temperature fluctuation,1
generative adversarial networks,1
mfcc,1
excitation modeling,1
mel-filterbank inversion,1
pitch prediction,1
computer science - digital libraries,3
"26a45, 30l99, 31e05",1
pkc-3,1
mutant screen report,1
exocyst,1
caenorhabditis elegans,2
pp2a,2
par-1,1
low-noise,1
hemt,1
cryogenic amplifier,1
differential input,1
methods online,5
methanotrophy,1
deep biosphere,1
carbon,4
methane,4
methanol,1
deep life,1
nutritional diseases. deficiency diseases,3
whey protein,1
glucose,3
tx341-641,2
insulin,7
amino acids,10
postprandial,1
nutrition. foods and food supply,2
caseinate,1
appetite,1
rc620-627,3
crosslinking,1
"f.1.1, g.2.m",1
"safety, risk, reliability and quality",3
hajłasz–sobolev space,1
hajłasz–sobolev imbedding,1
uniform domain,1
hajłasz–sobolev extension,1
local linear connectivity,1
triebel–lizorkin space,3
weak cigar domain,1
r723-726,1
health(social science),4
"issues, ethics and legal aspects",1
medical philosophy. medical ethics,1
nanoscience & materials,2
decamethylferrocene,1
reduction,1
oxygen,5
biphasic reactions,1
water use efficiency,1
water potential,1
redwood,1
co2 assimilation,1
kelvin effect,1
carbon uptake,2
water uptake,1
income,2
finnish men and women,1
25-year time trends,1
ahlfors 2-regularity,1
chord-arc property,1
"30c65, 30c62",1
qa299.6-433,6
double-dome-like surfaces,1
quasisymmetric spheres,1
individual: s4 1030+61 [quasars],1
colour vision,2
photoreceptors,1
133,4
bufo,1
visual threshold,2
rana,1
behaviour,2
[sdu.stu]sciences of the universe [physics]/earth sciences,5
stu] planète et univers/sciences de la terre [[sdu],2
relative palaeointensity,1
lake sediments,1
[ sdu.stu ] sciences of the universe [physics]/earth sciences,3
varves,1
stu] sciences of the universe/earth sciences [[sdu],2
biological aging,2
northern finland birth cohorts,2
vitamin d,6
original contributions,5
telomere length,3
microbiology/microbial growth and development,1
biochemistry/cell signaling and trafficking structures,1
alzheimer’s disease,6
cognitive impairment,1
intervention,8
lifestyle,3
randomized controlled trial,2
photosystem ii,7
stn mutant,1
photoinhibition,2
protein phosphorylation,3
at‐risk drinking,1
pooled data,1
multi‐cohort,1
research reports,3
abstaining,1
mindfulness,1
intuitive eating,1
regulation of eating behavior,1
"physical therapy, sports therapy and rehabilitation",11
mindful eating,1
act,1
dietary intake,2
mhealth,1
behavior change,2
overweight,4
disturbance,2
feeding strategy,1
competition,5
segregation,1
diet choice,1
bayesian method,1
environmental management,1
marine ecology,9
conservation science,6
cpue,1
bait,1
haemopis sanguisuga,1
ninespine stickleback,1
minnow trap,1
hsdpa,1
femtocells,1
transmit beamforming,2
interference mitigation,1
physics - atmospheric and oceanic physics,3
computer science - cryptography and security,18
jel:j1,5
"all-cause mortality, bulgaria, educational differentials, finland, life table measures, marital status, united states",1
jel:z0,5
condensed matter::disordered systems and neural networks,4
hydroxyapatite,1
high performance counter current chromatography,1
qd241-441,3
bisphosphonate,1
medronic acid,1
bisphosphonate monoester,1
spermatogonia,1
serine 62 phosphorylated myc,1
tissue microarray,1
nanog,1
cd24+,1
cd44+,1
plzf,1
trajectory analysis,1
youth unemployment,1
population cohort,1
alcohol consumption,3
mathematics::combinatorics,4
"52b20, 05e40, 05a05",1
applied biological sciences,1
canine model,1
allergy,1
veterinary,1
biodiversity hypothesis,1
microbiome,9
biological sciences,12
quasars: general,1
unesco::astronomía y astrofísica::cosmología y cosmogonia,1
galaxies: jets,4
unesco::astronomía y astrofísica::cosmología y cosmogonia::galaxias,1
galaxies: active; ; ; bl lacertae objects : general,1
bl lacertae objects,3
ta170-171,28
nuclear physics - experiment,2
earthwork. foundations,28
environmental engineering,35
ta715-787,28
"30c62, 30c65",2
aerospace engineering,5
galaxies,3
nuclei-gamma-rays,1
bright blazars,1
extragalactic radio-sources,1
active-galaxies,1
active galactic nuclei,3
jets-galaxies,1
large-area telescope,2
light curves,1
galaxies-radio continuum,1
red-noise,1
scale jet,1
connection,1
optical continuum,1
optimal paths,1
multi-commodity flow,1
geometric maximum flow,1
air traffic management,1
"11m26, 11m36, 11m41",1
gratitude,1
collaboration,1
205,2
cross-cultural,2
assistance,1
psychology and cognitive neuroscience,2
reciprocity,2
hardware_general,3
nonlinear sciences - pattern formation and solitons,3
nonlinear sciences::pattern formation and solitons,8
mineral dust; stereophotogrammetry,1
nanoribbon,1
afm,4
stm,1
q1,2
future anthropogenic emissions,1
integrated assessments,1
air pollution,2
population developments,1
health effects,1
infiltration,1
waz,1
malawi,3
laz,1
newborn size,1
obstetrics and gynaecology,11
low‐income countries,1
pathways,2
meteorology. climatology,2
qc851-999,2
les,1
urban planning,2
dispersion,3
environmental science (miscellaneous),2
air quality,1
scattering [heavy ion],1
production [hadron],1
transverse momentum,1
calderón problem,1
inverse problems,1
stability,7
data processing computer science,1
chemical and pharmacologic phenomena,5
molecular beam epitaxy,4
nano express,8
inas quantum dots,1
nanoimprint lithography,2
iii-v semiconductors,3
site-controlled quantum dots,2
synergy,7
antagonism,7
dss,7
tnbc,7
heterogeneity,7
viability,7
chemosensitivity,7
cytotoxicity,10
dsrt,7
ants,4
illumina miseq,1
microbial communities,1
t-rflp,1
formica exsecta,1
spatiotemporal trends,1
task values,1
career choice,1
work values,1
gender differences,1
stem,1
mathematics::mathematical physics,2
biosensor,4
rm1-950,3
therapeutics. pharmacology,3
optogenetics,1
camp signaling,1
genetically encoded probe,1
cell-based assays,1
journal article,13
cyclic nucleotide,1
label,1
spr,1
surface plasmon resonance,1
specificity,3
sensitivity,1
"micro-computed tomography,",1
"μct, micro-computed tomography",1
"?ct, micro-computed tomography",1
"cystatin b,",1
"osteoclast,",1
"cstb, cystatin b",1
"cathepsin k,",1
"osteogenesis,",1
"epm1, progressive myoclonus epilepsy of unverricht–lundborg type",1
"epm1, progressive myoclonus epilepsy of unverricht?lundborg type",1
progressive myoclonus epilepsy,2
gamma-ray spectroscopy,2
nuclei,2
[phys.nucl]physics [physics]/nuclear theory [nucl-th],1
shape coexistence,1
total data readout,1
wave-functions,1
decay,2
[ phys.nucl ] physics [physics]/nuclear theory [nucl-th],1
intruder states,2
light po isotopes,1
polonium isotopes,1
content analysis,1
text mining,1
social media,3
heart failure,4
finrisk,1
focus on prognostic variables,1
prosper,1
phenylalanine,1
metabolomics,8
biomarkers,4
advanced lipoprotein profiling,1
17-β-hydroxysteroid dehydrogenase 1 (hsd1),1
aromatase,1
structure-activity relationship (sar),2
3-phenylcoumarin,2
3-imidazolecoumarin,1
riemannian manifold,1
inverse spectral problem,1
mathematics(all),11
35j25,2
58j50,1
laplace operator,1
immunology and allergy,10
rc31-1245,6
hydrophobin,3
coatings,2
nanoparticles,4
bio-nanocomposites,1
pvdf,1
environmental chemistry,15
nanoparticle,2
chemical engineering(all),8
nanoelectronics,2
215 chemical engineering,13
defects,2
density-functional theory,3
positron annihilation,1
semiconductors,1
[ info.info-ni ] computer science [cs]/networking and internet architecture [cs.ni],2
[info.info-ni]computer science [cs]/networking and internet architecture [cs.ni],3
"big five, prisoner's dilemma, social dilemma, moral behaviour, incentives, stake size",1
"primary 30h20, secondary 47g10",2
mathematics::algebraic topology,1
mathematics::symplectic geometry,13
"30c65, 57m12",1
opettajankoulutus,2
ammatillinen kehittyminen,1
secondary teacher education,1
koulutusreformi,1
aineenopettajakoulutus,1
teacher learning,1
education reform,1
516,5
opettajien oppiminen,1
professional development,1
elementary teacher education,1
infektiot,1
virulence evolution,1
geneettiset tekijät,1
bakteerit,1
taudinaiheuttajat,1
predaatio,1
immuunivaste,1
bacteriophage,3
virulenssi,1
patogeenit,1
pathogens,10
virulence,8
ympäristötekijät,1
genotype-environment interaction,1
infections,1
protozoan predation,1
resistenssi,1
ravinto,1
coincidental evolution,1
isäntälajit,1
fission yield,1
fissio,1
114,2
ydinreaktiot,1
nuclear data,1
laser ion source trap,1
igisol,2
spig,1
measurements,1
derived fact,2
calculation fluency,2
calculation strategies,2
mathematical learning difficulties,2
1712,2
quantitative biology - other quantitative biology,2
ecological modelling,7
mathematics::differential geometry,17
vdp::matematikk og naturvitenskap: 400::kjemi: 440::legemiddelkjemi: 448,1
vdp::mathematics and natural science: 400::chemistry: 440::pharmaceutical chemistry: 448,1
cell biology/membranes and sorting,1
cell biology/cytoskeleton,1
virology/host invasion and cell entry,2
"11j71, 37a25, 68q80",1
mathematics - symplectic geometry,1
"53z05, 78a25",1
44,2
13,2
liver samples,1
sitostanol,1
plant sterols and stanols,1
nafld,1
biliary samples,1
7,2
41,1
department of business administration,1
330 economics,2
organizational behavior and human resource management,8
management of technology and innovation,6
ruthenium,1
terpyridine ligand,1
carbonyl ligand,1
research communications,2
physically-based simulation,1
multi-agent systems,1
online optimization,1
computingmilieux_personalcomputing,3
computer science - graphics,1
continuous control,1
game control,1
2 engineering and technology,1
qb0980,2
gallers,1
brazil,1
miners,1
plant-herbivore interactions,3
research bias,1
background herbivory,1
consumed leaf area,1
entomology,11
defoliating insects,1
cardiac myocytes,1
growth factors,3
ec-coupling,1
action potential,2
computer science - human-computer interaction,8
"35j10, 35p25",1
pungitus pungitius,1
transcriptome,10
substitution rate,1
adaptive evolution,1
